feature,mean_abs_shap,normalized_mean_abs_shap
elev,0.084297925,0.38696796
D_sin_DOY,0.066278234,0.30424893
J_sand_wfrac_b0,0.01914042,0.08786372
year_frac,0.011419022,0.0524188
sin_year,0.010302505,0.047293447
J_clay_wfrac_b0,0.009890519,0.045402233
cos_year,0.0018633542,0.008553691
API_x_year,0.001517135,0.006964378
V_rollmin_G_API_kobs30,0.0013131037,0.0060277767
V_rollmax_G_API_kobs30,0.0011403003,0.005234526
G_rain_sum_3d,0.0010588783,0.0048607597
SMAP_sm_pm_interp_ema02,0.0010475226,0.004808632
V_rollmin_LST_modis_kobs30,0.0009528756,0.0043741567
C_lag_G_API_kobs1,0.0008909748,0.0040900023
G_rain_sum_7d,0.0006909683,0.0031718763
G_API,0.0006370685,0.0029244502
V_ema_G_API_kobs7,0.00057512353,0.0026400932
G_DSLR,0.0005742841,0.0026362399
A_d_SMAP_sm_interp_kobs14,0.0005039056,0.0023131687
V_ema_G_API_kobs14,0.0004424564,0.0020310874
slope,0.00040100183,0.001840791
A_d_E_SAR_diff_kobs14,0.00038884574,0.0017849887
V_ema_LST_modis_kobs7,0.00037601532,0.0017260909
C_lag_LST_modis_kobs30,0.0002996586,0.0013755768
V_ema_G_API_kobs30,0.0002849451,0.0013080349
C_lag_LST_modis_kobs6,0.0002527002,0.0011600154
SMAP_x_year,0.0002181478,0.0010014032
V_rollmean_G_API_kobs14,0.00018415289,0.0008453502
C_lag_s2_b11_kobs30,0.00015794575,0.00072504685
SMAP_sm_interp_grad7,0.00014013285,0.0006432771
V_rollmean_s2_b11_kobs7,0.00013544892,0.0006217756
V_rollmean_G_API_kobs7,0.00011962085,0.00054911716
K_aspect_cos,0.00011430483,0.00052471407
SMAP_ampm_diff_interp,7.040516e-05,0.00032319353
V_rollstd_SMAP_sm_interp_kobs30,7.030395e-05,0.00032272888
K_slope_sin,4.4066775e-05,0.00020228766
A_d_LST_modis_kobs14,3.2008622e-05,0.00014693495
K_slope_cos,1.5848835e-05,7.275376e-05
