feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.04534351,0.25344768
elev,0.045156553,0.2524027
year_frac,0.020101573,0.1123578
V_rollmax_G_API_kobs30,0.007896086,0.044135198
G_rain_sum_7d,0.006676113,0.03731615
V_rollmin_LST_modis_kobs30,0.0064816014,0.03622893
V_rollmin_G_API_kobs30,0.005888585,0.032914262
API_x_year,0.0038589526,0.021569626
sin_year,0.0033126718,0.018516188
G_rain_sum_3d,0.0029464616,0.016469255
J_sand_wfrac_b0,0.0028209756,0.015767852
V_ema_G_API_kobs14,0.0027300543,0.015259647
J_clay_wfrac_b0,0.0025596817,0.014307348
G_DSLR,0.00242442,0.013551303
G_API,0.0021409837,0.011967035
C_lag_G_API_kobs1,0.0021342095,0.01192917
V_ema_G_API_kobs7,0.001977684,0.011054271
V_rollmean_G_API_kobs14,0.0019570312,0.010938832
SMAP_sm_pm_interp_ema02,0.0019087492,0.0106689595
V_ema_G_API_kobs30,0.0018871318,0.010548129
V_rollmean_G_API_kobs7,0.0016075006,0.008985129
A_d_SMAP_sm_interp_kobs14,0.0011273943,0.0063015735
cos_year,0.0011053032,0.0061780955
C_lag_LST_modis_kobs6,0.0010953489,0.0061224555
slope,0.0007511121,0.0041983435
V_ema_LST_modis_kobs7,0.00065921183,0.0036846665
C_lag_LST_modis_kobs30,0.0005569616,0.0031131385
A_d_E_SAR_diff_kobs14,0.0003660468,0.0020460195
SMAP_x_year,0.0003659606,0.0020455378
C_lag_s2_b11_kobs30,0.00019085637,0.0010667923
SMAP_ampm_diff_interp,0.00018191081,0.0010167911
K_aspect_cos,0.00017864512,0.0009985374
SMAP_sm_interp_grad7,0.00012944167,0.0007235146
V_rollstd_SMAP_sm_interp_kobs30,0.00012579934,0.0007031558
V_rollmean_s2_b11_kobs7,0.00010595559,0.0005922391
A_d_LST_modis_kobs14,9.499961e-05,0.0005310006
K_slope_cos,4.3651475e-05,0.00024399004
K_slope_sin,1.7657301e-05,9.8695535e-05
