feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.04801259,0.2940245
V_rollmin_LST_modis_kobs30,0.026080964,0.15971732
J_clay_wfrac_b0,0.01126178,0.06896606
elev,0.010152269,0.062171523
year_frac,0.0083816685,0.051328532
SMAP_sm_pm_interp_ema02,0.0068890024,0.04218759
V_ema_LST_modis_kobs7,0.004444088,0.027215168
C_lag_LST_modis_kobs6,0.004237441,0.025949681
J_sand_wfrac_b0,0.0035910946,0.02199152
G_rain_sum_7d,0.0034856445,0.021345753
slope,0.0031087475,0.019037671
C_lag_LST_modis_kobs30,0.0028652048,0.01754624
V_ema_G_API_kobs14,0.0028039222,0.01717095
V_rollmax_G_API_kobs30,0.0026845117,0.016439693
V_rollmin_G_API_kobs30,0.0024802736,0.015188958
G_rain_sum_3d,0.002401555,0.014706892
sin_year,0.0023420998,0.014342794
API_x_year,0.0018768439,0.011493612
C_lag_G_API_kobs1,0.00179524,0.010993877
V_ema_G_API_kobs7,0.0015297444,0.009368008
V_rollmean_s2_b11_kobs7,0.0014025057,0.00858881
G_API,0.0011699558,0.007164697
V_rollmean_G_API_kobs14,0.0010636431,0.0065136487
cos_year,0.0010250775,0.0062774764
V_rollmean_G_API_kobs7,0.000984915,0.006031525
V_ema_G_API_kobs30,0.00096391496,0.0059029227
SMAP_x_year,0.0008862673,0.005427416
G_DSLR,0.0008267691,0.0050630546
K_slope_sin,0.00069010083,0.0042261113
V_rollstd_SMAP_sm_interp_kobs30,0.0005821737,0.003565176
A_d_LST_modis_kobs14,0.00057499926,0.0035212403
C_lag_s2_b11_kobs30,0.0005602752,0.0034310718
SMAP_ampm_diff_interp,0.0005591377,0.0034241057
A_d_SMAP_sm_interp_kobs14,0.00041593937,0.0025471728
A_d_E_SAR_diff_kobs14,0.00038729364,0.0023717491
SMAP_sm_interp_grad7,0.00032436498,0.00198638
K_aspect_cos,0.0002650266,0.0016229976
K_slope_cos,0.00018748672,0.0011481507
