feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.04593479,0.3389171
elev,0.033903822,0.25014997
year_frac,0.012448961,0.09185121
J_sand_wfrac_b0,0.00848279,0.06258792
sin_year,0.008169726,0.060278058
J_clay_wfrac_b0,0.0049805343,0.036747493
cos_year,0.0027122288,0.020011429
G_rain_sum_7d,0.0026916205,0.019859377
V_rollmin_G_API_kobs30,0.0018466333,0.013624872
V_rollmin_LST_modis_kobs30,0.0018374188,0.0135568855
G_rain_sum_3d,0.0015665545,0.011558388
API_x_year,0.0012468429,0.009199485
G_DSLR,0.0009160906,0.006759121
V_rollmax_G_API_kobs30,0.00090495293,0.0066769444
SMAP_sm_pm_interp_ema02,0.000840149,0.0061988067
C_lag_G_API_kobs1,0.00081269507,0.0059962454
V_ema_G_API_kobs7,0.000740949,0.0054668873
slope,0.00064001576,0.004722179
C_lag_LST_modis_kobs6,0.0005575188,0.004113498
A_d_SMAP_sm_interp_kobs14,0.0005411076,0.0039924127
A_d_E_SAR_diff_kobs14,0.00039794392,0.002936119
C_lag_s2_b11_kobs30,0.0003640789,0.0026862554
G_API,0.00035654684,0.0026306822
V_ema_G_API_kobs14,0.00035646866,0.0026301052
V_rollmean_G_API_kobs14,0.0002458157,0.0018136831
V_ema_LST_modis_kobs7,0.00023509214,0.0017345622
V_rollmean_G_API_kobs7,0.00023353356,0.0017230627
V_ema_G_API_kobs30,0.0002322099,0.0017132965
SMAP_x_year,0.00020926977,0.001544039
SMAP_ampm_diff_interp,0.00020475443,0.0015107238
V_rollstd_SMAP_sm_interp_kobs30,0.00019131973,0.0014115997
V_rollmean_s2_b11_kobs7,0.00018577103,0.0013706601
SMAP_sm_interp_grad7,0.00016403044,0.0012102532
K_aspect_cos,0.00010716238,0.00079066795
C_lag_LST_modis_kobs30,0.00010175348,0.0007507599
A_d_LST_modis_kobs14,9.1507274e-05,0.0006751611
K_slope_sin,6.573582e-05,0.00048501353
K_slope_cos,1.5606327e-05,0.00011514696
