feature,mean_abs_shap,normalized_mean_abs_shap
D_sin_DOY,0.035985347,0.22198564
V_rollmin_LST_modis_kobs30,0.027106715,0.16721532
year_frac,0.010794607,0.06658954
G_rain_sum_7d,0.008710401,0.053732537
J_clay_wfrac_b0,0.0072307116,0.04460466
API_x_year,0.0066967797,0.04131095
elev,0.006159143,0.03799439
V_rollmin_G_API_kobs30,0.005415538,0.033407252
V_rollmax_G_API_kobs30,0.0052371374,0.032306742
C_lag_LST_modis_kobs6,0.0044119623,0.027216418
G_rain_sum_3d,0.00413139,0.02548563
V_ema_G_API_kobs14,0.003925874,0.024217846
V_ema_LST_modis_kobs7,0.0038147327,0.023532242
C_lag_G_API_kobs1,0.003168358,0.0195449
slope,0.0025693325,0.015849642
J_sand_wfrac_b0,0.0023470167,0.014478226
G_DSLR,0.0023126097,0.014265977
V_rollmean_G_API_kobs14,0.0022149233,0.013663371
V_ema_G_API_kobs7,0.0021369746,0.013182523
sin_year,0.002021346,0.012469236
G_API,0.0019909444,0.012281694
SMAP_sm_pm_interp_ema02,0.0019609088,0.012096412
SMAP_x_year,0.0017665926,0.010897718
C_lag_LST_modis_kobs30,0.0016038857,0.009894015
V_ema_G_API_kobs30,0.0012644503,0.0078001134
K_aspect_cos,0.00090497994,0.005582621
cos_year,0.00087335013,0.0053875037
V_rollmean_G_API_kobs7,0.0008265336,0.005098703
V_rollstd_SMAP_sm_interp_kobs30,0.00069512945,0.0042880997
K_slope_sin,0.000613036,0.0037816833
V_rollmean_s2_b11_kobs7,0.0005635387,0.0034763454
C_lag_s2_b11_kobs30,0.0005363631,0.0033087053
SMAP_ampm_diff_interp,0.0005252405,0.0032400922
A_d_E_SAR_diff_kobs14,0.00046378162,0.0028609661
A_d_LST_modis_kobs14,0.00034669985,0.0021387145
K_slope_cos,0.0003210875,0.0019807175
A_d_SMAP_sm_interp_kobs14,0.00025307413,0.0015611582
SMAP_sm_interp_grad7,0.00020616048,0.0012717583
