feature,mean_abs_shap,normalized_mean_abs_shap
elev,0.06832728,0.4389777
D_sin_DOY,0.040946677,0.26306736
year_frac,0.009346989,0.060050976
sin_year,0.004862658,0.031240795
V_rollmin_LST_modis_kobs30,0.0045939926,0.029514717
J_clay_wfrac_b0,0.0039314823,0.02525833
G_rain_sum_7d,0.0031931621,0.020514894
V_rollmax_G_API_kobs30,0.0030982983,0.01990543
G_rain_sum_3d,0.0019552798,0.0125619555
API_x_year,0.0018483566,0.011875013
J_sand_wfrac_b0,0.0015369069,0.009874063
C_lag_G_API_kobs1,0.0013343558,0.008572746
SMAP_sm_pm_interp_ema02,0.0013018706,0.00836404
cos_year,0.0010849895,0.0069706594
G_DSLR,0.00074647216,0.0047958097
C_lag_LST_modis_kobs6,0.0007243707,0.004653816
V_ema_G_API_kobs7,0.0007021988,0.00451137
V_ema_G_API_kobs14,0.0006872807,0.0044155265
V_rollmin_G_API_kobs30,0.00066072936,0.0042449436
C_lag_LST_modis_kobs30,0.0005126875,0.003293829
slope,0.0005076206,0.0032612763
A_d_SMAP_sm_interp_kobs14,0.00049812545,0.0032002733
V_ema_G_API_kobs30,0.00044570962,0.0028635208
V_ema_LST_modis_kobs7,0.00039173962,0.0025167833
G_API,0.00038557118,0.0024771534
A_d_E_SAR_diff_kobs14,0.0003805131,0.002444657
V_rollmean_G_API_kobs14,0.00037172812,0.0023882168
V_rollmean_G_API_kobs7,0.00033897554,0.0021777935
V_rollstd_SMAP_sm_interp_kobs30,0.00027695447,0.0017793308
SMAP_sm_interp_grad7,0.00014236815,0.00091466313
V_rollmean_s2_b11_kobs7,0.0001267352,0.0008142272
SMAP_x_year,9.6682015e-05,0.00062114646
C_lag_s2_b11_kobs30,7.3070725e-05,0.00046945259
K_aspect_cos,6.468495e-05,0.0004155771
SMAP_ampm_diff_interp,5.422454e-05,0.00034837276
K_slope_sin,5.1977506e-05,0.0003339364
A_d_LST_modis_kobs14,3.3757107e-05,0.00021687703
K_slope_cos,1.4452562e-05,9.285241e-05
