id,group,Configuration,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson,Train Time (s),Inference Time (s)
13,A,A MSE d=9 LR=0.005 MCW=8 Est=2500,0.6583557601674841,0.061549257423502236,0.05777711728879718,-0.021215932867696272,0.046037602300336995,0.03526634913682937,0.8390384284296675,19.684514946769923,0.47892314987257123
12,A,A MSE d=9 LR=0.005 MCW=5 Est=2500,0.6580075465437275,0.06158061582084759,0.05779156849877105,-0.021267507031978418,0.046033865490473405,0.035242759585380534,0.8387456225473783,20.104933416936547,0.35809267684817314
38,A,A MSE d=9 LR=0.01 MCW=10 Est=1500,0.657559625513959,0.06162092990784615,0.05797409253853219,-0.020884051275404613,0.04616715520022425,0.035193873018026345,0.838429106152756,11.27820094069466,0.20517573785036802
14,A,A MSE d=9 LR=0.005 MCW=10 Est=2500,0.657390418917676,0.06163615209088648,0.057877633629500456,-0.02119421548316838,0.04611733968749096,0.035263070166110994,0.8386255639383655,19.32432534592226,0.43216921808198094
79,B,B MSE L2=0.5 L1=0.05,0.657099789614868,0.06166228894699883,0.05799995317535643,-0.020934261628568263,0.04631262650622515,0.03543914157152177,0.8386960795344189,8.92330676689744,0.1481004930101335
27,A,A MSE d=9 LR=0.008 MCW=15 Est=2000,0.6568524559542821,0.06168452341932123,0.05807754963077974,-0.020784096274723284,0.04620739204012204,0.035003411471843715,0.8380218028334081,14.51163609419018,0.3438522703945637
89,B,B MSE L2=1.5 L1=0.01,0.6565622959411062,0.06171059762616294,0.058143165249173685,-0.020677770542197212,0.04631496665177654,0.03503980553150178,0.8380017035634757,8.797765796072781,0.1314581036567688
39,A,A MSE d=9 LR=0.01 MCW=15 Est=1500,0.6562109704659536,0.061742153513883014,0.05817469819985129,-0.020683278496474045,0.046181080450444674,0.03481997597217559,0.8375547933643104,10.937039086129516,0.255277079064399
15,A,A MSE d=9 LR=0.005 MCW=15 Est=2500,0.656206902272061,0.061742518822672975,0.05810284391440711,-0.02088535755167005,0.04618934380432322,0.03528129363059998,0.8377145425484002,18.739040922839195,0.3936661588959396
50,A,A MSE d=9 LR=0.012 MCW=10 Est=1400,0.6561386997014346,0.06174864283985363,0.05810229081817842,-0.020904992082954064,0.046214597206910096,0.03516393879055976,0.8376333909583149,10.464275958016515,0.32351474929600954
25,A,A MSE d=9 LR=0.008 MCW=8 Est=2000,0.6559480438630113,0.06176575890939784,0.05813247254469987,-0.020871622102524662,0.046361090142120004,0.03521135675907135,0.8371478382274657,15.361276545096189,0.39875192707404494
26,A,A MSE d=9 LR=0.008 MCW=10 Est=2000,0.655918578944751,0.06176840369028311,0.05802316703285338,-0.02118130736734941,0.046289992458129085,0.03496784967184066,0.8379308630407972,15.219898896291852,0.2191699999384582
88,B,B MSE L2=1.5 L1=0.0,0.655848764992988,0.06177466976187739,0.058120685539931986,-0.02093073663351188,0.046417275335990396,0.035191577494144435,0.8383081928288474,8.66410361789167,0.2403935668990016
182,E,E Bin=64 LR=0.01 Est=1500,0.6557200088108899,0.06178622445937681,0.0583594488092404,-0.020290694109779128,0.046362480243453276,0.035169942080974584,0.8367514574893963,7.056504730135202,0.18507555685937405
75,A,A MSE d=9 LR=0.02 MCW=15 Est=1000,0.6556779823203285,0.06178999548732848,0.05818181238323042,-0.020805774435317264,0.046245229662388684,0.03491414684057237,0.837336517732405,7.241270532365888,0.20158997690305114
49,A,A MSE d=9 LR=0.012 MCW=8 Est=1400,0.6556732730826423,0.06179041803187327,0.058135387617804075,-0.02093639097219637,0.046318288443370284,0.035181632637977606,0.8374229507377056,10.69557337788865,0.21845478797331452
74,A,A MSE d=9 LR=0.02 MCW=10 Est=1000,0.6556591061868564,0.061791689163825124,0.05800605696817396,-0.021295779054324507,0.04626610575708425,0.03498674833774566,0.8378289051309588,7.484951360151172,0.27928163670003414
199,E,E Champ d=9 MCW12 LR0.01 L2=1.5,0.6556179898592931,0.06179537819922648,0.05815828609011991,-0.02088737718378311,0.046267967640824643,0.035015636503696435,0.8375339311252177,9.030188825912774,0.12444550776854157
37,A,A MSE d=9 LR=0.01 MCW=8 Est=1500,0.6555791388034351,0.061798863787776395,0.05810662137810014,-0.02104091530799919,0.046314730379199,0.03529868954420089,0.837502019739318,11.566859666258097,0.14523443533107638
90,B,B MSE L2=1.5 L1=0.03,0.6550625808725593,0.061845188991126517,0.058273648641566915,-0.020712539088335015,0.04638335147307873,0.03516642382740974,0.8372595469989937,8.777480122167617,0.2935627633705735
