id,group,Configuration,year,R2,RMSE,ubRMSE,Bias,MAE,Med|Err|,Pearson
20,A,A MSE d=8 LR=0.008 MCW=5 Est=2000,2025,0.6410887602119659,0.06274510403859129,0.062038653357777855,-0.009389013279739428,0.04578806965066205,0.03140404152870179,0.8101041791008585
21,A,A MSE d=8 LR=0.008 MCW=8 Est=2000,2023,0.6534626665960326,0.06333845914854354,0.0553350313248094,-0.030818739682117683,0.049318004722325295,0.040496778428554536,0.8593333670405493
21,A,A MSE d=8 LR=0.008 MCW=8 Est=2000,2024,0.6386100365724344,0.059997623902517325,0.05640543393221363,-0.02044851824180898,0.044249157788751985,0.03380493140220642,0.8343925964734673
21,A,A MSE d=8 LR=0.008 MCW=8 Est=2000,2025,0.6416917960280253,0.06269237031550384,0.06194454133757032,-0.009654382127012796,0.045762628236372435,0.031470389991998665,0.8110783194799099
22,A,A MSE d=8 LR=0.008 MCW=10 Est=2000,2023,0.6554303741295447,0.06315837900139962,0.055282823491589805,-0.030541615295890338,0.04916886881916924,0.0404144048690796,0.859643593279495
22,A,A MSE d=8 LR=0.008 MCW=10 Est=2000,2024,0.6397628745545021,0.059901850920231495,0.056323913952940244,-0.02039236287512946,0.044111860356221846,0.0337973166704178,0.8351495754512547
22,A,A MSE d=8 LR=0.008 MCW=10 Est=2000,2025,0.6397552930350736,0.06286155478996681,0.06216240540968592,-0.00934935421801453,0.045828240643318786,0.03136660921573638,0.8099101859163704
23,A,A MSE d=8 LR=0.008 MCW=15 Est=2000,2023,0.6582454756975674,0.0628998508605494,0.055036786411014824,-0.030452313209802302,0.04894747154600634,0.03983591079711912,0.8608271977021036
23,A,A MSE d=8 LR=0.008 MCW=15 Est=2000,2024,0.6349589066526737,0.06029994083108622,0.056888831003570416,-0.019993593253054713,0.04429301922773834,0.033388385057449343,0.832031711320176
23,A,A MSE d=8 LR=0.008 MCW=15 Est=2000,2025,0.6406729942497162,0.0627814357622947,0.06206301795261556,-0.009470505740902153,0.045894247657781224,0.031233780622482298,0.8108580495530391
24,A,A MSE d=9 LR=0.008 MCW=5 Est=2000,2023,0.6561335827784014,0.06309389827195094,0.055331827348115065,-0.03031878759894096,0.04922283653149635,0.040864854335784906,0.8586412356048987
24,A,A MSE d=9 LR=0.008 MCW=5 Est=2000,2024,0.6299068682136589,0.060715771865788096,0.0569860971563599,-0.020952080730302365,0.04461702535670521,0.03421044182777405,0.8296663001674784
