split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,15704,0,0.6994606674310571,0.059467508713534296,0.2869265002806154,0.047283990237247865,6.334436003974403e-18,linear,47
val,7149,0,0.5525483212557054,0.07678431546778801,0.38184304577647804,0.05771778532990863,0.026072105659895272,linear,47
test,8902,0,0.28460348663138046,0.08906543140122763,0.4773582034743577,0.06994826845682213,0.048688047232765805,linear,47
train,15704,0,0.9725040697559109,0.017987188864489325,0.08678690704256421,0.012450200087159441,-8.10761961115452e-06,xgb,47
val,7149,0,0.6835193776906736,0.06457627771373461,0.32113332543108325,0.044237011561922765,0.00337742821687691,xgb,47
test,8902,0,0.5709285543473559,0.06897640777707595,0.3696883693320981,0.05153630108210779,0.01711269432549787,xgb,47
train,15704,0,0.9900843731420756,0.010801626936234994,0.0521170817678018,0.00618831791451104,4.136135448399273e-05,rf,47
val,7149,0,0.6787264132999253,0.06506343034207707,0.3235559014771292,0.04466506600963621,0.0036666931353254977,rf,47
test,8902,0,0.6096360429514396,0.0657916263362448,0.35261910325281565,0.04939596351484543,0.01705849746241592,rf,47
