model_id,seed,dataset,window,scope,n,rmse,mae,bias,ubrmse,r2,pearson,target_std,prediction_std,diff_pearson
Clustering_Backbone54_k2_no_smap,42,wa_temporal,temporal_summer_2025,Darrington,31,0.11256156646552057,0.11078360418350462,0.11078360418350462,0.019927350282573513,-11.592298680587698,0.8235164432605012,0.03172032440295856,0.017561245113788503,0.7361050358891493
Clustering_Backbone54_k2_no_smap,42,wa_temporal,temporal_summer_2025,Paradise_WA,31,0.12051302181119972,0.12032680411877167,0.12032680411877167,0.006696912469896287,-1105.2917150800643,0.3369045257277801,0.0036232570534448965,0.006983567125437974,-0.41640160562184697
Clustering_Backbone54_k2_no_smap,42,wa_temporal,temporal_summer_2025,Quinault,31,0.053788351101240556,0.04927305413446116,0.04482452166849564,0.029731279343157956,-0.18541983371132775,0.9749753351395075,0.04940286510036508,0.020538241051592368,0.9077179273483367
Clustering_Backbone54_k2_no_smap,42,wa_temporal,temporal_summer_2025,Spokane,31,0.12252400534116502,0.12207249483370007,0.12207249483370007,0.01050894333023556,-338.81859757226647,-0.17086949982880975,0.006646570473821484,0.007083232994473027,-0.078629576179824
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.0820211069990112,0.07423238566026508,0.06556815863457348,0.04927756656547331,-2.039147824955046,-0.03985727816549512,0.047048925994675826,0.012896137710379132,-0.11498674820109768
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Lost_Meadow,30,0.09126697238827863,0.08995242036683951,0.08995242036683951,0.015434452341116966,-141.93816962923992,-0.5762683815332746,0.0076337781694800315,0.009718255762938841,-0.11627608061321237
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Main_St,30,0.08289518457423715,0.08242297602369146,0.08242297602369146,0.008835420136859845,-217.98775433243327,0.6904890888852813,0.005601694085779239,0.011719430132078022,0.04233382703473545
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_North,30,0.02714049474010121,0.022064188548206177,-0.021256946580251835,0.01687449782428447,-0.09732815214386736,0.8391394557011703,0.02590893130174641,0.012459179999465405,-0.13349011649735462
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_Shed,30,0.05896111570532123,0.057938619853235715,0.057938619853235715,0.010932954528329406,-169.21981897690247,0.5089360434839765,0.004519190312972529,0.012517430393048883,-0.26774092863853716
Clustering_Dynamic_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Home,30,0.11926029713296388,0.1187837235093525,0.1187837235093525,0.010651079827723117,-2288.2536013358904,0.7026600387438977,0.002492579012857567,0.012253820073701061,-0.45354393211925
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.06775806929720377,0.055922738811814886,0.009213596722492605,0.06712872403315842,0.5575641167828886,0.8052426617967886,0.10186754770708609,0.052738562537207774,0.18965642792374335
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,BeaverPass_WA_990,626,0.05917321814331969,0.0440649461873804,0.01671339803857922,0.05676382713877663,0.5782126640847409,0.8351104765831597,0.0911125960545272,0.049439964548663735,0.3859755280565997
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,CayusePass_WA,1081,0.08539709327612362,0.0753133550160026,0.02182901497288611,0.0825600244992967,0.4887348101493626,0.8173651110773535,0.11943179963127902,0.05199321562554089,0.0065284373497827685
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,Darrington,999,0.050833294477158675,0.040580619790651896,0.008932626691905074,0.050042302183099005,0.7039854756684654,0.8887478014597661,0.09343116122790567,0.05715334359088292,0.3383963520919368
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,Paradise_WA,1067,0.07589169234380687,0.06333277311611084,0.04076269959464959,0.06401524262676342,0.4053551083368647,0.8236513785180845,0.09841592784423522,0.04970683021275783,0.03704524766929928
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,Quinault,1044,0.04882278987655882,0.04015971219277018,-0.027999196875026888,0.03999637215653563,0.5051392358151037,0.843024898637244,0.06940345358458443,0.04415075087116741,0.3958488234236641
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,SourdoughGulch_WA_985,906,0.06757650264707316,0.056488060570710555,-0.018389839248678312,0.0650261295358847,0.289402549642916,0.5848533156451767,0.08016483243232275,0.0464732542446009,-0.028149687036394963
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_full,Spokane,897,0.07440146618175833,0.06687748869180413,0.022752641370331,0.07083710525330937,0.5803693238364104,0.9275016369048946,0.11485446404947203,0.05018500945099148,0.2480615954666553
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,__pooled__,155,0.08645257297206756,0.08090678022330804,0.07901885725029051,0.03507231917551044,-1.834958706420358,0.850939381386569,0.051345756207705255,0.021271537978325983,0.5483966868769382
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,CayusePass_WA,31,0.08570848305556523,0.08441908193788218,0.08228024047805416,0.023998043556917113,-11.51480664195366,0.15682876929409634,0.024227674856002995,0.00563338994844048,0.01802644987948064
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,Darrington,31,0.08930984929106706,0.08637510318140824,0.08637510318140824,0.022706623060115977,-6.927266755839339,0.7878218147878715,0.03172032440295856,0.013418013479190092,0.6996549747610561
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,Paradise_WA,31,0.09699467985751702,0.09686839778961669,0.09686839778961669,0.004947871293273562,-715.634208287602,0.4458917890992039,0.0036232570534448965,0.0053523625059498595,-0.17491035549451342
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,Quinault,31,0.034392091585690746,0.03019237397178524,0.02289160056652559,0.025666916198507087,0.5153670877685139,0.9123971444037595,0.04940286510036508,0.02926661405689692,0.833566081777814
Clustering_Dynamic_k2_no_smap,42,wa_temporal,temporal_summer_2025,Spokane,31,0.10703858993406701,0.10667894423584783,0.10667894423584783,0.008767131332324174,-258.34956907253707,0.009101095077411562,0.006646570473821484,0.00577795133678191,-0.11803052535545676
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.13762440200172138,0.126744847431206,0.12510387615171104,0.05735412973926775,-7.5564075391278624,-0.517716579055635,0.047048925994675826,0.016497925243040477,-0.047000536064670785
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Lost_Meadow,30,0.1497600603744428,0.14952127752009625,0.14952127752009625,0.008453594035386031,-383.8690091411177,0.117530697542658,0.0076337781694800315,0.004638012903109627,0.11092669728215886
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Main_St,30,0.14033267072601968,0.14012142998649432,0.14012142998649432,0.007696968990286585,-626.5940323005668,0.45659037325109525,0.005601694085779239,0.008423349198001957,-0.029740837799566936
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_North,30,0.038767999166233344,0.032035753702247545,0.023830897304772558,0.030578523394736594,-1.238967429913448,0.23968682719944567,0.02590893130174641,0.023597894235935175,-0.09647474734553996
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_Shed,30,0.12401998365049893,0.1231348955642953,0.1231348955642953,0.014790329240423014,-752.1163530496203,-0.34164695772509707,0.004519190312972529,0.012623410186821228,0.4125444403121927
Clustering_V0_Full_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Home,30,0.1889368462507505,0.18891088038289658,0.18891088038289658,0.003132274595030212,-5744.600897091008,0.32330866765809635,0.002492579012857567,0.0028668489468310805,-0.04950963895017179
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.07248701157366978,0.05916561371345535,0.009636504115817015,0.07184361234867842,0.4936524789201916,0.8663811867302424,0.10186754770708609,0.03752496002280728,0.2455757071384375
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,BeaverPass_WA_990,626,0.06396187612636842,0.041211376088686275,0.012663104369046172,0.06269583228049168,0.5071831530722428,0.9305753117400115,0.0911125960545272,0.031701163905134874,0.2298950544008844
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,CayusePass_WA,1081,0.08850408038776297,0.07590301678326258,0.017531287193629133,0.08675036723045099,0.4508555042875759,0.8961038927416118,0.11943179963127902,0.03835264951660235,0.033059035945453924
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,Darrington,999,0.06112241728452859,0.048784490857038405,0.014872846472728683,0.05928531295778645,0.5720258384307001,0.9337137450462039,0.09343116122790567,0.038290763274698957,0.4758894573690427
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,Paradise_WA,1067,0.07587751924946712,0.05955830341962975,0.03732321602580917,0.06606342008210016,0.40557719249152047,0.9249958909398391,0.09841592784423522,0.036573979518335895,0.054692937258616126
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,Quinault,1044,0.05948423417744624,0.05065780382035338,-0.029065026151380357,0.05189988796227637,0.2654157956551536,0.8550490808959572,0.06940345358458443,0.021948262167048805,0.5947893672764235
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,SourdoughGulch_WA_985,906,0.06563906928645093,0.05682909382034349,-0.016159032178898823,0.06361896805067509,0.32956442546829057,0.6562438503471164,0.08016483243232275,0.03289624626416813,-0.03143162604784341
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_full,Spokane,897,0.08368940893315541,0.07488133545623575,0.03034265082018029,0.07799513259675583,0.4690602487096247,0.9730286449285648,0.11485446404947203,0.0383996858446993,0.31468872021558897
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,__pooled__,155,0.10631926638010368,0.10146546330451962,0.10040213464921517,0.03497424425894449,-3.287605641097917,0.8716269929052298,0.051345756207705255,0.02046931746147458,0.5272287197528206
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,CayusePass_WA,31,0.1066443188286256,0.10457659409507626,0.10399395588521029,0.023627693026753247,-18.375457942064198,0.2243557944076544,0.024227674856002995,0.004522599332652811,-0.065744463842583
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,Darrington,31,0.11245599345055171,0.11060454462036005,0.11060454462036005,0.020322036617261355,-11.568688783454016,0.815025771450451,0.03172032440295856,0.017182374795344974,0.7337270496815326
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,Paradise_WA,31,0.1207244944501305,0.12052989685150882,0.12052989685150882,0.006851826413755283,-1109.1776966859734,0.4123014148716152,0.0036232570534448965,0.007498138584478113,-0.3813663935590493
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,Quinault,31,0.05381164557542722,0.04945405084856092,0.04472004578190462,0.029930096972775593,-0.18644681113604067,0.9723329067648457,0.04940286510036508,0.020420312354859693,0.8928235289340009
Clustering_V0_Full_k2_no_smap,42,wa_temporal,temporal_summer_2025,Spokane,31,0.12259475542155202,0.12216223010709204,0.12216223010709204,0.010289003456703322,-339.2111595762995,-0.19308365619030415,0.006646570473821484,0.006674900981106445,-0.07836408635816722
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.10161742904559422,0.09129553786112567,0.08873445973601962,0.04952067791532228,-3.6648424201662584,-0.018087351787844177,0.047048925994675826,0.014622221496290982,0.054719610727850386
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Lost_Meadow,30,0.11625821099186939,0.11539716439747406,0.11539716439747406,0.014123245804430595,-230.936019816234,-0.48850053574283536,0.0076337781694800315,0.008724718983092735,0.192525118375898
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Main_St,30,0.10433055775070663,0.10375482472453272,0.10375482472453272,0.010945392955715368,-345.8840111866527,0.7548891397350449,0.005601694085779239,0.01453905079864464,0.34685491469774327
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_North,30,0.017164223682466593,0.014618068896425708,0.0018126782708954797,0.01706823869378356,0.5611164206171009,0.8011969278846113,0.02590893130174641,0.013620012271426469,-0.11180437678785818
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_Shed,30,0.08196628366128815,0.081114887099641,0.081114887099641,0.011783324999983955,-327.96464687797356,0.5567455662327004,0.004519190312972529,0.013685377559868865,0.26738447907856505
Global_Single_54_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Home,30,0.1421850565063496,0.1415927441875548,0.1415927441875548,0.012964763289450995,-3252.943755113365,0.7326456283174302,0.002492579012857567,0.014679466963532733,0.3962781025922027
Global_Single_54_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.0734364838136381,0.059783406133810196,0.0107824646166804,0.07264059203847918,0.48030080267452424,0.8651294774669905,0.10186754770708609,0.03649227740838187,0.2368526601271319
Global_Single_54_no_smap,42,wa_temporal,temporal_full,BeaverPass_WA_990,626,0.06409723806797783,0.04219438633179895,0.01131631683008355,0.06309038675855613,0.5050950582021609,0.9336511607946829,0.0911125960545272,0.031073390074561634,0.37930085080132464
Global_Single_54_no_smap,42,wa_temporal,temporal_full,CayusePass_WA,1081,0.08972540086631285,0.07650550955616689,0.018134660132939198,0.08787366876649297,0.43559498790546913,0.8966029398172666,0.11943179963127902,0.0369075869058674,0.031662457904355984
Global_Single_54_no_smap,42,wa_temporal,temporal_full,Darrington,999,0.06179177890635136,0.049464717627048974,0.01389294836494893,0.06020971621042796,0.5626008818004091,0.9313474495831237,0.09343116122790567,0.037340276112702235,0.40692436346509897
Global_Single_54_no_smap,42,wa_temporal,temporal_full,Paradise_WA,1067,0.07671195192849829,0.05974591665627694,0.03652240853244828,0.06745989359366929,0.392431450946531,0.9041946170502128,0.09841592784423522,0.03622489631495399,0.07787506494786314
Global_Single_54_no_smap,42,wa_temporal,temporal_full,Quinault,1044,0.06050164335499539,0.05169608520182615,-0.02980417117624908,0.052651307952907504,0.24007246912622926,0.8444811443090199,0.06940345358458443,0.021321274728204862,0.5735528829725627
Global_Single_54_no_smap,42,wa_temporal,temporal_full,SourdoughGulch_WA_985,906,0.06491304082600417,0.05618743535922328,-0.01025546194662325,0.06409780315689335,0.34431366955821374,0.6517401144002459,0.08016483243232275,0.03195281793354715,-0.06096857593653614
Global_Single_54_no_smap,42,wa_temporal,temporal_full,Spokane,897,0.08638625620854859,0.0764875491238225,0.035954149090326716,0.07854861185864177,0.43429040235007277,0.9712627943143584,0.11485446404947203,0.0379155494746134,0.32956391895169945
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,__pooled__,155,0.10925344416607657,0.10365828588393423,0.1024898300170898,0.03784375516803332,-3.5275282075466077,0.7934338288088456,0.051345756207705255,0.019397793629300393,0.5270356619959481
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,CayusePass_WA,31,0.11276384421892587,0.1104295913980853,0.10984024862704735,0.02551086718593872,-20.662883920721598,0.21075752747780832,0.024227674856002995,0.014587569550890807,0.022870006003415634
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,Darrington,31,0.11034227270346916,0.10856559854553587,0.10856559854553587,0.019721256496894348,-11.100647483807084,0.8627888547497573,0.03172032440295856,0.015889560647746014,0.7355659525911111
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,Paradise_WA,31,0.12418934742493684,0.12357127816830908,0.12357127816830908,0.012374701034047144,-1173.8174736281092,0.526765623224276,0.0036232570534448965,0.013893932273354122,-0.2828096385696504
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,Quinault,31,0.05025250779376112,0.0463410862761159,0.04108814971293169,0.02893230880399512,-0.03469227439549272,0.9766354914271115,0.04940286510036508,0.021334617591008596,0.9167374732207425
Global_Single_54_no_smap,42,wa_temporal,temporal_summer_2025,Spokane,31,0.1297773672446757,0.12938387503162505,0.12938387503162505,0.010098412289080901,-380.2437134792953,-0.00793329609723917,0.006646570473821484,0.007550152614821709,0.035258099560247065
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.07804330537971672,0.0709076544121698,0.060940726755132534,0.04875433659837856,-1.7515149801093184,-0.004370394233941523,0.047048925994675826,0.012578202598878301,0.07746694231849187
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Lost_Meadow,30,0.08543723088764114,0.08387029982908163,0.08387029982908163,0.016287824542524136,-124.26082181933653,-0.561444526105095,0.0076337781694800315,0.010726983673360592,0.1657465668556397
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Main_St,30,0.0772870877800396,0.07674974707438308,0.07674974707438308,0.009097816306002966,-189.3597433347855,0.8160299048646639,0.005601694085779239,0.013073308220308307,0.43388928167938906
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_North,30,0.030940949767786847,0.025094544530814562,-0.02474009375437179,0.018581445949053668,-0.42616010199743015,0.7692624139621671,0.02590893130174641,0.011490809274814332,-0.07417122864376993
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_Shed,30,0.055295855600128015,0.05454962516941373,0.05454962516941373,0.009053730746309647,-148.7145133902531,0.6722173697971833,0.004519190312972529,0.01145070554226038,0.24673147345873725
Seasonal_Binary_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Home,30,0.11474318800960709,0.11427405545715599,0.11427405545715599,0.010365299994832548,-2118.121980349158,0.7709455855902387,0.002492579012857567,0.012164650394192822,0.409117430180637
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.06533092192613868,0.05327613154041983,0.010603972962732728,0.06446460359860177,0.5886932176757875,0.8096072193253343,0.10186754770708609,0.05838049535635532,0.22227655936375032
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,BeaverPass_WA_990,626,0.0612220310647162,0.047989956221927074,0.014485034416182698,0.05948378657794978,0.5484990955807065,0.7892046584354779,0.0911125960545272,0.051723365404525,0.46051761687548065
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,CayusePass_WA,1081,0.08574396831512675,0.07517566593524816,0.018638312034095213,0.08369373588832775,0.4845729515764653,0.7879155319724878,0.11943179963127902,0.05415338959197854,0.08383414129212066
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,Darrington,999,0.04794423365897208,0.03761697587099399,0.01083620262366751,0.04670360000947392,0.7366767119901119,0.8927878461144293,0.09343116122790567,0.06317133006659001,0.3316319878365157
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,Paradise_WA,1067,0.07456403038382868,0.06209926296615553,0.0373329579986024,0.0645449058730053,0.42597875411025254,0.7973689005702931,0.09841592784423522,0.0532054932362333,0.031037567167157155
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,Quinault,1044,0.05159484610545132,0.0423563721736615,-0.031045769761405727,0.04120908060812557,0.4473496123788211,0.8193481161948923,0.06940345358458443,0.04613972479322313,0.4689771124872586
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,SourdoughGulch_WA_985,906,0.05853363616762895,0.04673202487214512,-0.006113936887540071,0.05821345496308853,0.4668575918619635,0.6886818786938648,0.08016483243232275,0.058423139160609414,0.000295872343711365
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_full,Spokane,897,0.06550724808573871,0.05683706105147449,0.03152065998368967,0.05742514733075695,0.6747008326571611,0.9476648631737001,0.11485446404947203,0.06465060133089248,0.2871207177874041
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,__pooled__,155,0.08433511540253101,0.0787669526480859,0.07493157881113786,0.03869974401502494,-1.6977877495946245,0.7879990628192605,0.051345756207705255,0.018137144046846358,0.5379831147583853
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,CayusePass_WA,31,0.08582703431085241,0.08430833578686558,0.0821529223130595,0.02484305081950781,-11.549451336796713,0.2416183303087338,0.024227674856002995,0.013882829668740044,0.07440364335768697
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,Darrington,31,0.08302962033540569,0.08040000095675065,0.08040000095675065,0.020730598138888987,-5.851582062937843,0.8486658495917621,0.03172032440295856,0.014743636698097534,0.7726726106322248
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,Paradise_WA,31,0.09758715523254856,0.09689835489180777,0.09689835489180777,0.011574181856304277,-724.4158215434882,0.5213102206539424,0.0036232570534448965,0.013042379118893232,-0.28620072736499713
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,Quinault,31,0.033583800985884434,0.029527040658458573,0.012505584947524503,0.031168606542156176,0.5378792999909732,0.9692489938567481,0.04940286510036508,0.01918375560803419,0.9218823276293756
Seasonal_Binary_k2_no_smap,42,wa_temporal,temporal_summer_2025,Spokane,31,0.10320240415374173,0.10270103094654692,0.10270103094654692,0.010160436291255303,-240.09288901895863,0.023643889754022474,0.006646570473821484,0.00784364952295122,0.011803378302297461
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.047193589261316324,0.03437738008671987,-0.0010745902776020293,0.047181353553084025,-0.006158936240243218,-0.05642084063609395,0.047048925994675826,0.001764200614330549,-0.12448437133423117
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Lost_Meadow,30,0.01695542014255698,0.015363225026156916,0.014415142360365334,0.00892692236669659,-3.9333058390508207,-0.5306469621099696,0.0076337781694800315,0.002099336703814954,-0.20578217599042972
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_BBG_Main_St,30,0.016045414163217676,0.014280117775284097,0.014265408939855858,0.007345299411723591,-7.204707205705315,-0.702518408855151,0.005601694085779239,0.002234064895906968,-0.575535764589922
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_North,30,0.08748373928351312,0.08341329575244665,-0.08341329575244665,0.02637473660040159,-10.401334207890779,-0.6140778774522265,0.02590893130174641,0.0007477896997042125,0.049645289748402016
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Garden_Shed,30,0.00648249862600623,0.005124794401236653,-0.00434567441425975,0.004810187347850481,-1.0576125738106743,-0.27024768219987,0.004519190312972529,0.0008296494758771014,-0.5874921511520824
Trained_Gating_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,ECE_Renton_Home,30,0.053812687365411095,0.053705467478475044,0.053705467478475044,0.0033953032862962767,-465.0918337355905,-0.5954518470827331,0.002492579012857567,0.0012576892760000585,-0.08737529981306695
Trained_Gating_k2_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.06500311887943361,0.047940804737549705,0.014350341970561281,0.06339931505451557,0.5928103909321454,0.7827955646981358,0.10186754770708609,0.08082637890620585,0.07599600335334432
