model_id,seed,dataset,window,scope,n,rmse_no_smap,mae_no_smap,bias_no_smap,ubrmse_no_smap,r2_no_smap,pearson_no_smap,target_std,prediction_std,diff_pearson,reference_config_id,reference_only,rmse_original,mae_original,bias_original,ubrmse_original,r2_original,pearson_original,rmse_delta_no_smap_minus_original,mae_delta_no_smap_minus_original,bias_delta_no_smap_minus_original,ubrmse_delta_no_smap_minus_original,r2_delta_no_smap_minus_original,pearson_delta_no_smap_minus_original
Clustering_Backbone54_k2_no_smap,7,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.12769029614143962,0.1180066029198466,0.11611946737574563,0.05311384965394332,-6.36573958360185,0.019311785890705625,0.047048925994675826,0.02557244154259535,-0.06280117389909509,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0585756468905128,0.0510231126474391,0.0305369441544897,0.0499860125469878,-0.5500109237825275,0.1150540742983844,0.06911464925092682,0.0669834902724075,0.08558252322125594,0.003127837106955522,-5.815728659819323,-0.09574228840767879
Clustering_Backbone54_k2_no_smap,7,wa_temporal,temporal_full,__pooled__,6620,0.05036828806553698,0.03861774298188549,0.001953026533558974,0.05033040959511585,0.7555203711428389,0.8716909105576058,0.10186754770708609,0.09520504172274123,0.3540785921245353,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0441873790631526,0.0339791319131401,0.0061725848655055,0.0437541274001536,0.8118410927008959,0.9038735618012907,0.006180909002384383,0.004638611068745392,-0.004219558331946526,0.0065762821949622505,-0.05632072155805701,-0.03218265124368491
Clustering_Backbone54_k2_no_smap,13,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.13003272328349622,0.12064555758908377,0.11873935292966192,0.0530044827384202,-6.638461395972488,0.04981079592126318,0.047048925994675826,0.02686630844103011,-0.06097682662143395,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0595111520313998,0.0511577162301339,0.0304718584798723,0.0511179328307299,-0.5999163880649543,0.1006092247178154,0.07052157125209642,0.06948784135894986,0.08826749444978962,0.0018865499076902992,-6.038545007907533,-0.05079842879655222
Clustering_Backbone54_k2_no_smap,13,wa_temporal,temporal_full,__pooled__,6620,0.05042187786992356,0.03865908032940233,0.002252719292989995,0.05037152989255417,0.7549998616801314,0.8715287641514322,0.10186754770708609,0.09528207976311343,0.3553949233300851,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0441868533186784,0.0340399219241387,0.0062508804723215,0.0437424793481936,0.8118455701294919,0.9037335160339852,0.006235024551245159,0.004619158405263633,-0.003998161179331505,0.006629050544360568,-0.05684570844936043,-0.03220475188255301
Clustering_Backbone54_k2_no_smap,42,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.12800590541350423,0.11861361582751061,0.11675489679780628,0.05247671764187045,-6.402196052541715,0.046654373490343466,0.047048925994675826,0.02554075832507233,-0.07471837175974969,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0573423315103404,0.0497668237726701,0.0280738954208624,0.0499999937894021,-0.48542683777935,0.1098316296049818,0.07066357390316383,0.06884679205484051,0.08868100137694387,0.002476723852468353,-5.916769214762365,-0.06317725611463834
Clustering_Backbone54_k2_no_smap,42,wa_temporal,temporal_full,__pooled__,6620,0.05044977840607239,0.03874313284263149,0.002148256993887971,0.0504040190174357,0.7547286489952376,0.8712854909307818,0.10186754770708609,0.09517015593438787,0.356089468584148,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0439089532214443,0.0337801277546183,0.0057639884922439,0.0435289858561426,0.8142048107221804,0.9048446516684988,0.006540825184628091,0.0049630050880131935,-0.0036157314983559295,0.0068750331612930995,-0.05947616172694281,-0.03355916073771703
Clustering_Backbone54_k2_no_smap,101,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.12843931587603807,0.11895868261332299,0.11702709630933429,0.05292746538528445,-6.452406555707836,0.04441700776767926,0.047048925994675826,0.026422513910708684,-0.06681521017885352,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0576865917245417,0.0492335989588438,0.0269825861271132,0.0509870857245918,-0.5033161836596727,0.0998340295766193,0.07075272415149637,0.06972508365447919,0.0900445101822211,0.0019403796606926524,-5.949090372048163,-0.05541702180894004
Clustering_Backbone54_k2_no_smap,101,wa_temporal,temporal_full,__pooled__,6620,0.05042261851022614,0.038597345849250383,0.0021476962622918763,0.05037685835969466,0.754992664077942,0.8714912115131571,0.10186754770708609,0.09526729457478444,0.3535991259255762,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0442723632091186,0.0340344163698012,0.0056341112903237,0.0439124006869172,0.8111166369214895,0.9030978230423946,0.006150255301107542,0.004562929479449182,-0.0034864150280318235,0.006464457672777459,-0.05612397284354753,-0.031606611529237494
Clustering_Backbone54_k2_no_smap,123,ece_spatial,spatial_ece_v3_full,__pooled__,150,0.1317065754403238,0.12224483340655747,0.12026587313221918,0.053691170353817624,-6.836379992483333,0.039817813162792134,0.047048925994675826,0.02780888050796209,-0.0727857272755437,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0580820866433921,0.0503023943432411,0.028749694400629,0.0504676516267693,-0.5240000896628125,0.0963704754762431,0.0736244887969317,0.07194243906331636,0.09151617873159018,0.003223518727048326,-6.3123799028205205,-0.05655266231345096
Clustering_Backbone54_k2_no_smap,123,wa_temporal,temporal_full,__pooled__,6620,0.05035695293119221,0.038594186998701166,0.0020625134648242748,0.05031469712441611,0.7556303966259585,0.8718223378512344,0.10186754770708609,0.09528027664036771,0.3560678493838973,Clustering_Backbone54_k2_c0_0_c1_0,True,0.0443303498070178,0.0340807691854022,0.0059976700563535,0.0439227488655671,0.8106215254980341,0.9029193870364552,0.006026603124174412,0.004513417813298969,-0.003935156591529225,0.006391948258849006,-0.05499112887207558,-0.031097049185220826
