model_id,seed,split,effect_label,dataset,window,reference_config_id,rmse_original,rmse_no_smap,rmse_change_no_smap_minus_original,rmse_change_abs,rmse_change_pct_no_smap_vs_original,effect_rmse,effect_rmse_pct,improved,worsened,rmse_original,rmse_no_smap,rmse_change,mae_original,mae_no_smap,mae_change,bias_original,bias_no_smap,bias_change,ubrmse_original,ubrmse_no_smap,ubrmse_change,r2_original,r2_no_smap,r2_change,pearson_original,pearson_no_smap,pearson_change,diff_pearson_original,diff_pearson_no_smap,diff_pearson_change
Clustering_Backbone54_k2_no_smap,7,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0585756468905128,0.12769029614143962,0.06911464925092682,0.06911464925092682,117.9921228699584,-0.06911464925092682,-117.9921228699584,False,True,0.0585756468905128,0.12769029614143962,0.06911464925092682,0.0510231126474391,0.1180066029198466,0.0669834902724075,0.0305369441544897,0.11611946737574563,0.08558252322125594,0.0499860125469878,0.05311384965394332,0.003127837106955522,-0.5500109237825275,-6.36573958360185,-5.815728659819323,0.1150540742983844,0.019311785890705625,-0.09574228840767879,,-0.06280117389909509,
Clustering_Backbone54_k2_no_smap,7,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0441873790631526,0.05036828806553698,0.006180909002384383,0.006180909002384383,13.987951160331614,0.006180909002384383,13.987951160331614,False,True,0.0441873790631526,0.05036828806553698,0.006180909002384383,0.0339791319131401,0.03861774298188549,0.004638611068745392,0.0061725848655055,0.001953026533558974,-0.004219558331946526,0.0437541274001536,0.05033040959511585,0.0065762821949622505,0.8118410927008959,0.7555203711428389,-0.05632072155805701,0.9038735618012907,0.8716909105576058,-0.03218265124368491,,0.3540785921245353,
Clustering_Backbone54_k2_no_smap,13,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0595111520313998,0.13003272328349622,0.07052157125209642,0.07052157125209642,118.50143854531198,-0.07052157125209642,-118.50143854531198,False,True,0.0595111520313998,0.13003272328349622,0.07052157125209642,0.0511577162301339,0.12064555758908377,0.06948784135894986,0.0304718584798723,0.11873935292966192,0.08826749444978962,0.0511179328307299,0.0530044827384202,0.0018865499076902992,-0.5999163880649543,-6.638461395972488,-6.038545007907533,0.1006092247178154,0.04981079592126318,-0.05079842879655222,,-0.06097682662143395,
Clustering_Backbone54_k2_no_smap,13,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0441868533186784,0.05042187786992356,0.006235024551245159,0.006235024551245159,14.110587387333887,0.006235024551245159,14.110587387333887,False,True,0.0441868533186784,0.05042187786992356,0.006235024551245159,0.0340399219241387,0.03865908032940233,0.004619158405263633,0.0062508804723215,0.002252719292989995,-0.003998161179331505,0.0437424793481936,0.05037152989255417,0.006629050544360568,0.8118455701294919,0.7549998616801314,-0.05684570844936043,0.9037335160339852,0.8715287641514322,-0.03220475188255301,,0.3553949233300851,
Clustering_Backbone54_k2_no_smap,42,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0573423315103404,0.12800590541350423,0.07066357390316383,0.07066357390316383,123.23107910326465,-0.07066357390316383,-123.23107910326465,False,True,0.0573423315103404,0.12800590541350423,0.07066357390316383,0.0497668237726701,0.11861361582751061,0.06884679205484051,0.0280738954208624,0.11675489679780628,0.08868100137694387,0.0499999937894021,0.05247671764187045,0.002476723852468353,-0.48542683777935,-6.402196052541715,-5.916769214762365,0.1098316296049818,0.046654373490343466,-0.06317725611463834,,-0.07471837175974969,
Clustering_Backbone54_k2_no_smap,42,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0439089532214443,0.05044977840607239,0.006540825184628091,0.006540825184628091,14.89633595144253,0.006540825184628091,14.89633595144253,False,True,0.0439089532214443,0.05044977840607239,0.006540825184628091,0.0337801277546183,0.03874313284263149,0.0049630050880131935,0.0057639884922439,0.002148256993887971,-0.0036157314983559295,0.0435289858561426,0.0504040190174357,0.0068750331612930995,0.8142048107221804,0.7547286489952376,-0.05947616172694281,0.9048446516684988,0.8712854909307818,-0.03355916073771703,,0.356089468584148,
Clustering_Backbone54_k2_no_smap,101,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0576865917245417,0.12843931587603807,0.07075272415149637,0.07075272415149637,122.65020698284022,-0.07075272415149637,-122.65020698284022,False,True,0.0576865917245417,0.12843931587603807,0.07075272415149637,0.0492335989588438,0.11895868261332299,0.06972508365447919,0.0269825861271132,0.11702709630933429,0.0900445101822211,0.0509870857245918,0.05292746538528445,0.0019403796606926524,-0.5033161836596727,-6.452406555707836,-5.949090372048163,0.0998340295766193,0.04441700776767926,-0.05541702180894004,,-0.06681521017885352,
Clustering_Backbone54_k2_no_smap,101,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0442723632091186,0.05042261851022614,0.006150255301107542,0.006150255301107542,13.891861322281523,0.006150255301107542,13.891861322281523,False,True,0.0442723632091186,0.05042261851022614,0.006150255301107542,0.0340344163698012,0.038597345849250383,0.004562929479449182,0.0056341112903237,0.0021476962622918763,-0.0034864150280318235,0.0439124006869172,0.05037685835969466,0.006464457672777459,0.8111166369214895,0.754992664077942,-0.05612397284354753,0.9030978230423946,0.8714912115131571,-0.031606611529237494,,0.3535991259255762,
Clustering_Backbone54_k2_no_smap,123,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0580820866433921,0.1317065754403238,0.0736244887969317,0.0736244887969317,126.75937290091804,-0.0736244887969317,-126.75937290091804,False,True,0.0580820866433921,0.1317065754403238,0.0736244887969317,0.0503023943432411,0.12224483340655747,0.07194243906331636,0.028749694400629,0.12026587313221918,0.09151617873159018,0.0504676516267693,0.053691170353817624,0.003223518727048326,-0.5240000896628125,-6.836379992483333,-6.3123799028205205,0.0963704754762431,0.039817813162792134,-0.05655266231345096,,-0.0727857272755437,
Clustering_Backbone54_k2_no_smap,123,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Backbone54_k2_c0_0_c1_0,0.0443303498070178,0.05035695293119221,0.006026603124174412,0.006026603124174412,13.594756527773574,0.006026603124174412,13.594756527773574,False,True,0.0443303498070178,0.05035695293119221,0.006026603124174412,0.0340807691854022,0.038594186998701166,0.004513417813298969,0.0059976700563535,0.0020625134648242748,-0.003935156591529225,0.0439227488655671,0.05031469712441611,0.006391948258849006,0.8106215254980341,0.7556303966259585,-0.05499112887207558,0.9029193870364552,0.8718223378512344,-0.031097049185220826,,0.3560678493838973,
Clustering_Dynamic_k2_no_smap,7,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Dynamic_k2_c0_0_c1_0,0.0586251340351437,0.0542004035204699,-0.004424730514673805,0.004424730514673805,-7.547497481236181,0.004424730514673805,7.547497481236181,True,False,0.0586251340351437,0.0542004035204699,-0.004424730514673805,0.0520295566491127,0.044652484688715056,-0.007377071960397642,0.0246312550012668,0.006101586777041596,-0.018529668224225204,0.0531996956542153,0.05385586672391409,0.0006561710696987924,-0.5526310576055897,-0.3271059967452916,0.2255250608602981,-0.1370695917365441,-0.024059453361523053,0.11301013837502104,,-0.13889458606995864,
Clustering_Dynamic_k2_no_smap,7,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Dynamic_k2_c0_0_c1_0,0.0470604097505808,0.05006126375808368,0.0030008540075028775,0.0030008540075028775,6.376599828618879,0.0030008540075028775,6.376599828618879,False,True,0.0470604097505808,0.05006126375808368,0.0030008540075028775,0.0361980361152811,0.03823153400540892,0.002033497890127821,0.0094554121248311,0.0030824850574630628,-0.006372927067368037,0.0461007304436942,0.04996627277401167,0.0038655423303174744,0.786577744310915,0.7584917811545033,-0.028085963156411653,0.8922813884899283,0.8728004177212352,-0.01948097076869315,,0.3487190193547937,
Clustering_Dynamic_k2_no_smap,13,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Dynamic_k2_c0_0_c1_0,0.0583869783613655,0.05519490224105788,-0.00319207612030762,0.00319207612030762,-5.467102785404301,0.00319207612030762,5.467102785404301,True,False,0.0583869783613655,0.05519490224105788,-0.00319207612030762,0.0515048810773367,0.0451357669323004,-0.0063691141450363045,0.0231431554800868,0.005337749975989506,-0.01780540550409729,0.0536044176966328,0.054936196251594994,0.001331778554962193,-0.5400420259944612,-0.37625372938916124,0.16378829660529992,-0.1277461241312806,-0.05972028180871211,0.06802584232256847,,-0.10282905468092399,
Clustering_Dynamic_k2_no_smap,13,WA temporal,WA degradation,wa_temporal,temporal_full,Clustering_Dynamic_k2_c0_0_c1_0,0.0472302765430371,0.04995052573113243,0.002720249188095325,0.002720249188095325,5.759545332360236,0.002720249188095325,5.759545332360236,False,True,0.0472302765430371,0.04995052573113243,0.002720249188095325,0.0364192499766357,0.03817770177286197,0.0017584517962262736,0.0097980727854812,0.0031306595943485158,-0.006667413191132685,0.0462027790508556,0.04985232182477398,0.0036495427739183864,0.7850342480553582,0.7595590560072847,-0.02547519204807347,0.8916662705617724,0.8733916878769183,-0.018274582684854046,,0.3464130954733281,
Clustering_Dynamic_k2_no_smap,42,ECE spatial,ECE benefit,ece_spatial,spatial_ece_v3_full,Clustering_Dynamic_k2_c0_0_c1_0,0.0598591898286793,0.05548612700252692,-0.00437306282615238,0.00437306282615238,-7.305583050269066,0.00437306282615238,7.305583050269066,True,False,0.0598591898286793,0.05548612700252692,-0.00437306282615238,0.0532210015960042,0.04465784772425312,-0.008563153871751078,0.0266477263609713,0.002391585815022633,-0.024256140545948667,0.0536005717015841,0.05543456148496107,0.0018339897833769686,-0.6186846225548344,-0.39081509341710396,0.2278695291377304,-0.1403959656603549,-0.04215147581204062,0.09824448984831427,,-0.08846670455795617,
