split,station_id,date,input_abs_mean,projected_norm_mean,recurrent_norm_mean,final_hidden_norm,embedding_norm,embedding_ood_score,y_true,y_pred
train,Darrington,2017-03-26,1.2387934923171997,6.851654052734375,1.729021668434143,1.9425278902053833,7.898869037628174,0.9017931222915649,0.36000001430511475,0.33045312762260437
train,Darrington,2017-03-27,1.2145040035247803,6.853131294250488,1.7269299030303955,1.8831874132156372,7.904035568237305,0.8714179992675781,0.367000013589859,0.34895166754722595
train,Darrington,2017-03-28,1.1851474046707153,6.85461950302124,1.7349621057510376,1.958433747291565,7.906473636627197,0.8872835636138916,0.38999998569488525,0.3545444905757904
train,Darrington,2017-03-29,1.1573596000671387,6.855874061584473,1.7437292337417603,2.028602361679077,7.908822536468506,0.8858752250671387,0.3970000147819519,0.35127219557762146
train,Darrington,2017-03-30,1.1528863906860352,6.854814052581787,1.7402578592300415,2.102137565612793,7.912278652191162,0.8779584169387817,0.36899998784065247,0.3472561538219452
train,Darrington,2017-03-31,1.1456040143966675,6.85559606552124,1.760881781578064,2.180152416229248,7.914554595947266,0.8789356350898743,0.34700000286102295,0.34451112151145935
train,Darrington,2017-04-01,1.135826826095581,6.857002258300781,1.7983591556549072,2.23280930519104,7.915652275085449,0.8903595209121704,0.3619999885559082,0.3455452024936676
train,Darrington,2017-04-02,1.1260143518447876,6.8585968017578125,1.8399741649627686,2.287470579147339,7.916600227355957,0.8928222060203552,0.3630000054836273,0.3343619704246521
train,Darrington,2017-04-03,1.1119588613510132,6.861760139465332,1.8935470581054688,2.3517844676971436,7.917803764343262,0.9026228785514832,0.35199999809265137,0.32397225499153137
train,Darrington,2017-04-04,1.0887364149093628,6.865072727203369,1.9541343450546265,2.3808047771453857,7.917841911315918,0.9062082171440125,0.335999995470047,0.31600937247276306
train,Darrington,2017-04-05,1.0664751529693604,6.8680548667907715,2.015420913696289,2.383063793182373,7.917734622955322,0.9082443118095398,0.3790000081062317,0.3104899823665619
train,Darrington,2017-04-06,1.0585618019104004,6.869471549987793,2.0326778888702393,2.373331069946289,7.917726516723633,0.9079226851463318,0.3630000054836273,0.30979183316230774
train,Darrington,2017-04-07,1.0514765977859497,6.870297908782959,2.0552420616149902,2.3370361328125,7.917239665985107,0.8992251753807068,0.37700000405311584,0.30946192145347595
train,Darrington,2017-04-08,1.040044903755188,6.870879173278809,2.0764198303222656,2.3344547748565674,7.917324542999268,0.8941357731819153,0.3659999966621399,0.3122345507144928
train,Darrington,2017-04-09,1.0167592763900757,6.871809482574463,2.0834009647369385,2.343651056289673,7.917619228363037,0.8973473310470581,0.3499999940395355,0.3126574754714966
train,Darrington,2017-04-10,0.989729642868042,6.873038291931152,2.0901217460632324,2.3489205837249756,7.917738437652588,0.9231154322624207,0.3619999885559082,0.307841032743454
train,Darrington,2017-04-11,0.9601382613182068,6.8737640380859375,2.096714496612549,2.3502297401428223,7.917294025421143,0.898884654045105,0.3499999940395355,0.311017245054245
train,Darrington,2017-04-12,0.9290999174118042,6.874444484710693,2.096710681915283,2.327296495437622,7.916305065155029,0.8913233280181885,0.34200000762939453,0.30927664041519165
train,Darrington,2017-04-13,0.901166558265686,6.873647212982178,2.0836589336395264,2.310927391052246,7.915666103363037,0.8866136074066162,0.36399999260902405,0.3134506642818451
train,Darrington,2017-04-14,0.8782315850257874,6.872281074523926,2.0749142169952393,2.2948925495147705,7.915460109710693,0.8821769952774048,0.35899999737739563,0.315297931432724
train,Darrington,2017-04-15,0.8554012775421143,6.8712944984436035,2.067725419998169,2.29575514793396,7.915553569793701,0.8875766396522522,0.3499999940395355,0.3214462697505951
train,Darrington,2017-04-16,0.8292114734649658,6.870741844177246,2.062234401702881,2.3058979511260986,7.91579008102417,0.895241916179657,0.32899999618530273,0.32421788573265076
train,Darrington,2017-04-17,0.8023601174354553,6.871321201324463,2.062675952911377,2.300819158554077,7.916374206542969,0.9213531613349915,0.3319999873638153,0.32799527049064636
train,Darrington,2017-04-18,0.7699350714683533,6.872469902038574,2.062077283859253,2.3304717540740967,7.91629695892334,0.9106460213661194,0.3580000102519989,0.33318477869033813
train,Darrington,2017-04-19,0.7340718507766724,6.874009132385254,2.0589699745178223,2.3477160930633545,7.916321277618408,0.9052993059158325,0.3409999907016754,0.3349500000476837
train,Darrington,2017-04-20,0.6988458037376404,6.8752121925354,2.0506834983825684,2.340216636657715,7.9162983894348145,0.8974175453186035,0.367000013589859,0.33845722675323486
train,Darrington,2017-04-21,0.6697424054145813,6.876186370849609,2.0490686893463135,2.3378407955169678,7.916611194610596,0.8877272605895996,0.3409999907016754,0.34592321515083313
train,Darrington,2017-04-22,0.6405271291732788,6.877030849456787,2.0531063079833984,2.3182806968688965,7.916210174560547,0.8912882208824158,0.33000001311302185,0.3442124128341675
train,Darrington,2017-04-23,0.6130777597427368,6.877728462219238,2.058328628540039,2.3031773567199707,7.916095733642578,0.8936372995376587,0.3409999907016754,0.345674991607666
train,Darrington,2017-04-24,0.5896925330162048,6.878953456878662,2.0625367164611816,2.298405170440674,7.916597366333008,0.8959425091743469,0.34700000286102295,0.3454442024230957
train,Darrington,2017-04-25,0.5687821507453918,6.87811279296875,2.056265354156494,2.1951558589935303,7.913950443267822,0.8894056677818298,0.32899999618530273,0.33763933181762695
train,Darrington,2017-04-26,0.5488352179527283,6.876440525054932,2.0377464294433594,2.1305108070373535,7.9124555587768555,0.8694859743118286,0.3709999918937683,0.34624627232551575
train,Darrington,2017-04-27,0.53521728515625,6.873990058898926,2.0096397399902344,2.1061935424804688,7.913040637969971,0.8537655472755432,0.36000001430511475,0.36243897676467896
train,Darrington,2017-04-28,0.5281296968460083,6.871623992919922,1.9802480936050415,2.099923610687256,7.9137654304504395,0.8522822260856628,0.3400000035762787,0.3621245324611664
train,Darrington,2017-04-29,0.5215976238250732,6.8693108558654785,1.9498170614242554,2.1111884117126465,7.913821220397949,0.8471657037734985,0.3479999899864197,0.36080655455589294
train,Darrington,2017-04-30,0.5163496136665344,6.8677263259887695,1.9291822910308838,2.163194179534912,7.914949417114258,0.8520889282226562,0.35899999737739563,0.3710840046405792
train,Darrington,2017-05-01,0.5099827647209167,6.868247985839844,1.907044768333435,2.187389612197876,7.916503429412842,0.8777270913124084,0.33899998664855957,0.3544330894947052
train,Darrington,2017-05-02,0.5084608793258667,6.866811275482178,1.8906673192977905,2.1968905925750732,7.914581298828125,0.8569826483726501,0.3230000138282776,0.3359335958957672
train,Darrington,2017-05-03,0.5093318819999695,6.86481237411499,1.8726770877838135,2.1706056594848633,7.912752628326416,0.8402791619300842,0.3569999933242798,0.3287670314311981
train,Darrington,2017-05-04,0.5113328099250793,6.862718105316162,1.8561041355133057,2.155538320541382,7.911494255065918,0.8340391516685486,0.3479999899864197,0.3389403522014618
train,Darrington,2017-05-05,0.5152218341827393,6.862469673156738,1.8525855541229248,2.132303476333618,7.90967321395874,0.8299656510353088,0.37400001287460327,0.33894798159599304
train,Darrington,2017-05-06,0.5215845704078674,6.863739013671875,1.866213083267212,2.162943124771118,7.909947872161865,0.8226333260536194,0.3659999966621399,0.34411171078681946
train,Darrington,2017-05-07,0.5244901180267334,6.8662919998168945,1.8873287439346313,2.203646421432495,7.911613464355469,0.8340312838554382,0.33799999952316284,0.34057867527008057
train,Darrington,2017-05-08,0.5219188928604126,6.869415283203125,1.9033660888671875,2.1561105251312256,7.913923263549805,0.9361099600791931,0.3240000009536743,0.31268689036369324
train,Darrington,2017-05-09,0.5191709399223328,6.872592926025391,1.925246238708496,2.2376115322113037,7.914799690246582,0.8945083022117615,0.3070000112056732,0.3032701909542084
train,Darrington,2017-05-10,0.5157658457756042,6.87470006942749,1.9303452968597412,2.2619850635528564,7.914826393127441,0.902660071849823,0.2840000092983246,0.2866614758968353
train,Darrington,2017-05-11,0.5125507712364197,6.874852180480957,1.9272792339324951,2.2652785778045654,7.914952754974365,0.9146171808242798,0.2930000126361847,0.2798033058643341
train,Darrington,2017-05-12,0.5076067447662354,6.876202583312988,1.9335399866104126,2.28205943107605,7.916226387023926,0.8870292901992798,0.32199999690055847,0.2921523153781891
train,Darrington,2017-05-13,0.5016944408416748,6.878314971923828,1.9461151361465454,2.272134780883789,7.917084217071533,0.8808403611183167,0.30799999833106995,0.29794198274612427
train,Darrington,2017-05-14,0.49327322840690613,6.880280494689941,1.9681386947631836,2.2537617683410645,7.917721271514893,0.8742530345916748,0.29499998688697815,0.299751877784729
train,Darrington,2017-05-15,0.4841134250164032,6.882259368896484,1.9953022003173828,2.2465693950653076,7.918745040893555,0.8906190991401672,0.3100000023841858,0.2991795241832733
train,Darrington,2017-05-16,0.47400787472724915,6.884965419769287,2.0221705436706543,2.2922515869140625,7.919325351715088,0.8812845945358276,0.37299999594688416,0.2945578396320343
train,Darrington,2017-05-17,0.468659371137619,6.8866705894470215,2.042365550994873,2.3449149131774902,7.9202094078063965,0.8742511868476868,0.34599998593330383,0.2890926003456116
train,Darrington,2017-05-18,0.46710672974586487,6.888155460357666,2.042297840118408,2.3777356147766113,7.920528411865234,0.8741068840026855,0.3199999928474426,0.2841183543205261
train,Darrington,2017-05-19,0.4677102565765381,6.88934326171875,2.0517399311065674,2.414475679397583,7.920620441436768,0.8655737042427063,0.2939999997615814,0.2720959484577179
train,Darrington,2017-05-20,0.4658298194408417,6.8910627365112305,2.0665292739868164,2.4116709232330322,7.920412063598633,0.8623244762420654,0.2809999883174896,0.25925514101982117
train,Darrington,2017-05-21,0.4662792384624481,6.893244743347168,2.076000452041626,2.3761017322540283,7.919974327087402,0.871251106262207,0.26100000739097595,0.2482289969921112
train,Darrington,2017-05-22,0.4667508006095886,6.895874977111816,2.0861868858337402,2.3808212280273438,7.920351028442383,0.8650669455528259,0.23600000143051147,0.24148014187812805
train,Darrington,2017-05-23,0.4829963147640228,6.8929948806762695,2.0781328678131104,2.1730992794036865,7.918993949890137,0.8235455751419067,0.21199999749660492,0.23594167828559875
train,Darrington,2017-05-24,0.5016027092933655,6.889166355133057,2.0576670169830322,2.0204474925994873,7.916141510009766,1.0103434324264526,0.20499999821186066,0.2708393633365631
train,Darrington,2017-05-25,0.5229581594467163,6.885089874267578,2.02372670173645,1.9292361736297607,7.91331672668457,1.0708824396133423,0.20200000703334808,0.2593734562397003
