split,n,dropped_nonfinite,r2,rmse,rel_rmse,mae,bias_me,model,n_features
train,6179,0,0.27721729931739425,0.03440856155770155,0.10796899922575463,0.0290483833162248,-1.8686388503158485e-17,linear,6
val,2917,0,0.24090237125587732,0.031393908947010704,0.09827135831124714,0.024330676218535623,-0.0060031242985590675,linear,6
test,3074,0,-0.34273374377596544,0.0400034849475708,0.13366657868849657,0.03365845269814491,0.010500053681838413,linear,6
train,6179,0,0.8112866062340136,0.017581827110724486,0.05516918440550956,0.01324214975828609,0.00019725131432954572,xgb,6
val,2917,0,0.2192845849821079,0.031837792957833344,0.0996608343637455,0.02414003296540113,-0.005599124002864442,xgb,6
test,3074,0,-0.4184231234681035,0.041115519003093376,0.13738229965084794,0.0323120529411406,0.0076303971368723135,xgb,6
train,6179,0,0.8928840623521772,0.01324615063630514,0.04156447009262868,0.009395794624578605,4.459709798434502e-05,rf,6
val,2917,0,0.19776119291500804,0.032273674175296994,0.10102525952579884,0.024099420875202466,-0.005264404813482592,rf,6
test,3074,0,-0.4211561207192429,0.041155110336275065,0.13751458907660793,0.032475766555147875,0.007116354587041607,rf,6
