feature,importance
V_rollmin_LST_modis_kobs30,0.04187184333801269
D_sin_DOY,0.031086525917053222
G_rain_sum_3d,0.025002307891845703
C_lag_G_API_kobs1,0.018205175399780272
V_rollmin_G_API_kobs30,0.0130639910697937
V_ema_G_API_kobs7,0.01301426410675049
V_ema_G_API_kobs14,0.011274535655975342
G_rain_sum_7d,0.009123609066009522
G_API,0.004496691226959229
A_pct_G_API,0.003784983158111572
V_rollmean_G_API_kobs7,0.0033250379562377924
C_smm_G_API_alpha0.85_n5,0.0032086586952209473
V_rollmin_G_API_kobs7,0.002732806205749512
SMAP_sm_pm_interp_rollmean30,0.002292194366455078
V_ema_G_API_kobs30,0.0021134924888610842
V_rollmin_LST_modis_kobs7,0.0019757723808288574
V_rollmax_LST_modis_kobs30,0.001848127841949463
V_ema_LST_modis_kobs14,0.0017701339721679689
V_rollcv_G_API_kobs30,0.0016877985000610355
A_d_G_API_kobs1,0.0016581797599792482
C_lag_LST_modis_kobs6,0.0015233635902404785
G_DSLR,0.0014041280746459963
V_rollmin_E_SAR_ratio_kobs14,0.0013034605979919435
C_lag_SMAP_sm_interp_kobs5,0.0012382984161376954
C_lag_LST_modis_kobs30,0.0011600255966186523
V_rollmin_E_SAR_ratio_kobs7,0.0011375927925109863
V_rollmean_G_API_kobs14,0.0011310410499572755
V_rollrng_G_API_kobs30,0.0009991216659545898
C_lag_G_API_kobs6,0.0009496068954467774
SMAP_sm_am_interp_ema02,0.0008688092231750489
V_rollcv_G_API_kobs14,0.0007074737548828124
V_rollcv_G_API_kobs7,0.000705735683441162
D_z_LST_modis,0.0006868290901184081
V_rollmax_E_SAR_diff_kobs14,0.0006295394897460939
V_rollmax_G_API_kobs14,0.0005994629859924316
V_rollmax_s2_b11_kobs30,0.0005442428588867188
V_rollstd_G_API_kobs30,0.0005111956596374512
SMAP_ampm_diff_interp,0.000506432056427002
V_rollmax_E_SAR_ratio_kobs14,0.0005030894279479981
A_d_E_SAR_diff_kobs14,0.000399019718170166
C_lag_F_NDMI_kobs5,0.0003854894638061524
V_rollcv_SMAP_sm_interp_kobs30,0.0003507351875305176
C_lag_SMAP_sm_interp_kobs2,0.00033977985382080075
V_rollrng_LST_modis_kobs30,0.00031752109527587895
V_rollcv_LST_modis_kobs30,0.00029852628707885745
V_rollmean_G_API_kobs30,0.00027441978454589844
A_d_E_SAR_diff_kobs30,0.00027363538742065425
V_rollcv_E_SAR_ratio_kobs14,0.00027313232421875
A_d_LST_modis_kobs14,0.000251767635345459
V_rollmean_SMAP_sm_interp_kobs7,0.0002425765991210937
V_rollmax_s2_b11_kobs14,0.00023488044738769533
V_rollstd_s2_b12_kobs30,0.00023161649703979493
SMAP_sm_pm_interp_ema02,0.00022673606872558594
V_rollrng_s2_b12_kobs14,0.0001946735382080078
SMAP_sm_interp_ema02,0.0001838541030883789
A_grad_LST_modis_kobs14,0.00016911029815673827
C_lag_G_API_kobs5,0.00016204833984375004
A_d_E_SAR_ratio_kobs14,0.00015571832656860351
A_d_s2_b12_kobs30,0.00014097452163696288
V_rollmax_s2_b12_kobs7,0.00013463973999023435
V_rollstd_F_NDVI_kobs14,0.00012897729873657227
V_rollmean_E_SAR_ratio_kobs7,0.0001143479347229004
A_d_E_SAR_diff_kobs5,0.00011126041412353516
V_rollrng_SMAP_sm_interp_kobs7,0.00011082887649536133
V_rollrng_s2_b11_kobs14,0.00010885000228881836
V_rollmax_F_NDVI_kobs14,0.00010019540786743164
C_lag_SMAP_sm_interp_kobs6,9.650707244873045e-05
SMAP_sm_am_interp_rollrange30,9.598493576049804e-05
V_rollstd_E_SAR_ratio_kobs14,9.418010711669923e-05
V_rollmax_E_SAR_diff_kobs30,9.374618530273436e-05
V_rollmean_LST_modis_kobs14,9.07444953918457e-05
V_rollcv_F_NDMI_kobs14,8.698701858520508e-05
C_lag_G_API_kobs30,7.934331893920899e-05
V_rollstd_F_NDMI_kobs14,7.882356643676758e-05
V_ema_LST_modis_kobs7,7.721662521362305e-05
A_grad_E_SAR_diff_kobs14,7.397651672363282e-05
SMAP_sm_interp_rollmean30,7.283449172973632e-05
V_rollcv_s2_b11_kobs14,7.159471511840822e-05
V_rollrng_F_NDVI_kobs14,6.645441055297852e-05
SMAP_sm_am_interp_rollstd30,6.6070556640625e-05
A_d_E_SAR_diff_kobs7,6.376266479492189e-05
V_rollmean_E_SAR_diff_kobs30,6.209850311279298e-05
D_fft_ent_E_SAR_ratio_kobs30,6.140947341918945e-05
V_rollmin_SMAP_sm_interp_kobs7,5.9368610382080076e-05
C_smm_LST_modis_alpha0.85_n5,5.87916374206543e-05
A_grad_E_SAR_ratio_kobs14,5.7787895202636724e-05
V_rollcv_E_SAR_ratio_kobs7,5.51748275756836e-05
SMAP_sm_am_interp_rollmean7,4.691839218139649e-05
SMAP_sm_interp_rollrange30,4.611015319824219e-05
SMAP_sm_interp_rollmean7,4.369020462036133e-05
C_lag_s2_b11_kobs30,4.14109230041504e-05
A_d_E_SAR_ratio_kobs7,3.6649703979492194e-05
A_d_F_NDVI_kobs5,3.5862922668457035e-05
C_lag_E_SAR_diff_kobs12,3.554821014404296e-05
V_rollmean_s2_b12_kobs7,3.290653228759765e-05
V_rollrng_s2_b11_kobs30,3.083229064941406e-05
D_fft_dom_LST_modis_kobs30,3.074407577514648e-05
V_rollstd_s2_b12_kobs14,3.0274391174316404e-05
A_grad_SMAP_sm_interp_kobs14,2.9799938201904292e-05
C_lag_s2_b12_kobs1,2.878189086914062e-05
V_rollcv_LST_modis_kobs14,2.695322036743164e-05
V_rollmean_E_SAR_diff_kobs7,2.682924270629883e-05
SMAP_sm_am_interp_rollrange7,2.4762153625488278e-05
A_pct_E_SAR_ratio,2.450227737426758e-05
C_lag_E_SAR_diff_kobs2,2.407073974609375e-05
A_pct_s2_b12,2.3419857025146482e-05
V_rollstd_E_SAR_ratio_kobs7,2.108573913574219e-05
A_pct_F_NDVI,2.0117759704589843e-05
SMAP_sm_pm_interp_pctchg,2.0067691802978516e-05
V_rollrng_F_NDVI_kobs7,2.0065307617187503e-05
A_d_F_NDVI_kobs2,1.7850399017333985e-05
V_ema_s2_b11_kobs14,1.781702041625977e-05
V_rollstd_F_NDVI_kobs7,1.61433219909668e-05
C_smm_E_SAR_diff_alpha0.85_n5,1.5904903411865236e-05
V_rollstd_F_NDMI_kobs7,1.556396484375e-05
