family,policy,station,rmse_mean,rmse_std,bias_mean,ubrmse_mean
Clustering_Backbone54_k2,as_routed,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Clustering_Backbone54_k2,as_routed,ECE_BBG_Main_St,0.21054796261492115,0.003700595265343441,0.2102428526945288,0.011257381529091181
Clustering_Backbone54_k2,as_routed,ECE_Renton_Garden_North,0.10094548889237973,0.0034904907551810797,0.0682258204056414,0.07437399713375896
Clustering_Backbone54_k2,as_routed,ECE_Renton_Garden_Shed,0.15660147143040185,0.004012210491745112,0.14722717757143322,0.053362995983314364
Clustering_Backbone54_k2,as_routed,ECE_Renton_Home,0.24252405030086113,0.004536678432559663,0.24248885362947092,0.00410276639388934
Clustering_Backbone54_k2,auto_hard,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Clustering_Backbone54_k2,auto_hard,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Clustering_Backbone54_k2,auto_hard,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Clustering_Backbone54_k2,auto_hard,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Clustering_Backbone54_k2,auto_hard,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
Clustering_Backbone54_k2,auto_soft,ECE_BBG_Lost_Meadow,0.04795114969640028,0.0008206872921653191,0.04147411453152984,0.0240287512563821
Clustering_Backbone54_k2,auto_soft,ECE_BBG_Main_St,0.0490392738905755,0.001135195449096693,0.04643430302050236,0.01571296143264984
Clustering_Backbone54_k2,auto_soft,ECE_Renton_Garden_North,0.05687659338234892,0.0005897278633602049,-0.05374697216141346,0.018596010097425238
Clustering_Backbone54_k2,auto_soft,ECE_Renton_Garden_Shed,0.034238746437500425,0.0013158482505896516,0.02519830319123918,0.023174683772260042
Clustering_Backbone54_k2,auto_soft,ECE_Renton_Home,0.08701505632114129,0.0011482178972206589,0.08391276171814278,0.023002485020538522
Clustering_Backbone54_k2,c0_only,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Clustering_Backbone54_k2,c0_only,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Clustering_Backbone54_k2,c0_only,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Clustering_Backbone54_k2,c0_only,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Clustering_Backbone54_k2,c0_only,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
Clustering_Backbone54_k2,c1_only,ECE_BBG_Lost_Meadow,0.20170943202715536,0.0042653425281521,0.20154566851559874,0.00811521295765036
Clustering_Backbone54_k2,c1_only,ECE_BBG_Main_St,0.21054796261492115,0.003700595265343441,0.2102428526945288,0.011257381529091181
Clustering_Backbone54_k2,c1_only,ECE_Renton_Garden_North,0.1014815556646135,0.004177112026631936,0.09746157963410934,0.028272560250282498
Clustering_Backbone54_k2,c1_only,ECE_Renton_Garden_Shed,0.17666642793323364,0.004187430342947254,0.17651227116701745,0.00736699586392672
Clustering_Backbone54_k2,c1_only,ECE_Renton_Home,0.24252405030086113,0.004536678432559663,0.24248885362947092,0.00410276639388934
Clustering_V0_Full_k2,as_routed,ECE_BBG_Lost_Meadow,0.19879104743028933,0.004220654465241375,0.1976937367250879,0.0208535753112317
Clustering_V0_Full_k2,as_routed,ECE_BBG_Main_St,0.19069182210918798,0.0032616609212585542,0.1808296651410436,0.060528704943765256
Clustering_V0_Full_k2,as_routed,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Clustering_V0_Full_k2,as_routed,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Clustering_V0_Full_k2,as_routed,ECE_Renton_Home,0.23944699067238026,0.004529052753672298,0.23865935672923033,0.01940284936913794
Clustering_V0_Full_k2,auto_hard,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Clustering_V0_Full_k2,auto_hard,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Clustering_V0_Full_k2,auto_hard,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Clustering_V0_Full_k2,auto_hard,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Clustering_V0_Full_k2,auto_hard,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
Clustering_V0_Full_k2,auto_soft,ECE_BBG_Lost_Meadow,0.0479511696363907,0.000820687465703439,0.04147413931080144,0.024028748298566
Clustering_V0_Full_k2,auto_soft,ECE_BBG_Main_St,0.04903929680246824,0.0011351956539304704,0.04643432837826548,0.01571295803066134
Clustering_V0_Full_k2,auto_soft,ECE_Renton_Garden_North,0.05687657091951222,0.0005897282408483816,-0.05374694875414536,0.01859600904995118
Clustering_V0_Full_k2,auto_soft,ECE_Renton_Garden_Shed,0.03423876100369002,0.0013158481521413513,0.02519832661482584,0.02317467982039332
Clustering_V0_Full_k2,auto_soft,ECE_Renton_Home,0.087015079118026,0.0011482182083858874,0.08391278626591504,0.0230024817194485
Clustering_V0_Full_k2,c0_only,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Clustering_V0_Full_k2,c0_only,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Clustering_V0_Full_k2,c0_only,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Clustering_V0_Full_k2,c0_only,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Clustering_V0_Full_k2,c0_only,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
Clustering_V0_Full_k2,c1_only,ECE_BBG_Lost_Meadow,0.20170943202715536,0.0042653425281521,0.20154566851559874,0.00811521295765036
Clustering_V0_Full_k2,c1_only,ECE_BBG_Main_St,0.21054796261492115,0.003700595265343441,0.2102428526945288,0.011257381529091181
Clustering_V0_Full_k2,c1_only,ECE_Renton_Garden_North,0.1014815556646135,0.004177112026631936,0.09746157963410934,0.028272560250282498
Clustering_V0_Full_k2,c1_only,ECE_Renton_Garden_Shed,0.17666642793323364,0.004187430342947254,0.17651227116701745,0.00736699586392672
Clustering_V0_Full_k2,c1_only,ECE_Renton_Home,0.24252405030086113,0.004536678432559663,0.24248885362947092,0.00410276639388934
Global_Single_54,direct,ECE_BBG_Lost_Meadow,0.0618962704666874,0.0022691807664046303,0.05771578522824836,0.02232761206528644
Global_Single_54,direct,ECE_BBG_Main_St,0.04142072813782406,0.0017082946340184586,0.033906150337793,0.023766291999429777
Global_Single_54,direct,ECE_Renton_Garden_North,0.08062708775673585,0.0012691110053233764,-0.0791878026044773,0.0151658423343872
Global_Single_54,direct,ECE_Renton_Garden_Shed,0.02317146861279826,0.0005778284033872408,-0.00013982780160753998,0.023144815833854242
Global_Single_54,direct,ECE_Renton_Home,0.06780575905607938,0.0014860921416731882,0.0633170996815374,0.02423829794523932
Guarded_Backbone54_k2,as_routed,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Guarded_Backbone54_k2,as_routed,ECE_BBG_Main_St,0.21054796261492115,0.003700595265343441,0.2102428526945288,0.011257381529091181
Guarded_Backbone54_k2,as_routed,ECE_Renton_Garden_North,0.10094548889237973,0.0034904907551810797,0.0682258204056414,0.07437399713375896
Guarded_Backbone54_k2,as_routed,ECE_Renton_Garden_Shed,0.15660147143040185,0.004012210491745112,0.14722717757143322,0.053362995983314364
Guarded_Backbone54_k2,as_routed,ECE_Renton_Home,0.24252405030086113,0.004536678432559663,0.24248885362947092,0.00410276639388934
Guarded_Backbone54_k2,auto_hard,ECE_BBG_Lost_Meadow,0.0479510908994335,0.0008206867804546608,0.0414740414649605,0.024028759978086362
Guarded_Backbone54_k2,auto_hard,ECE_BBG_Main_St,0.04903920633035672,0.0011351948451035988,0.0464342282481368,0.0157129714640847
Guarded_Backbone54_k2,auto_hard,ECE_Renton_Garden_North,0.05687665961845913,0.0005897267502632162,-0.053747041182359775,0.018596013186114
Guarded_Backbone54_k2,auto_hard,ECE_Renton_Garden_Shed,0.0342387034862777,0.001315848540886199,0.025198234122174402,0.023174695425118703
Guarded_Backbone54_k2,auto_hard,ECE_Renton_Home,0.08701498910003705,0.0011482169796898406,0.08391268933419493,0.02300249475445362
