artifact_set,dataset,candidate_index,candidate_source,n_features,beta,selector_combined_mean_nrmse,selector_combined_standard_error,selector_combined_ucb,held_station_fold_count,held_station_row_count,held_station_mean_nrmse,held_station_standard_error,held_station_ucb,held_station_pooled_RMSE,held_station_pooled_R2,full_train_aggregate_R2,full_train_aggregate_RMSE,full_train_aggregate_Bias,retrospective_test_R2,retrospective_test_RMSE,retrospective_test_Bias,actual_selector_winner,selector_combined_ucb_rank,held_station_ucb_rank,held_station_pooled_rank,full_train_aggregate_rank,retrospective_rank,held_station_ucb_winner,held_station_pooled_winner,full_train_aggregate_winner,retrospective_ceiling
crossed_candidates_locked_outer,derived_8.0,0,station_time,150,0.0,0.5565914482956887,0.03472320565368192,0.5913146539493707,6,2720,0.5533888693458101,0.05018137711864859,0.6035702464644587,0.058856887467192205,0.6862423232886037,0.8288830916943044,0.0434656895486099,0.0179429854372625,0.7766933669067674,0.0444973878470709,0.0055340976252172,False,14,14,14,7,8,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,1,station_time,125,0.0,0.5225237591756487,0.025870624418479007,0.5483943835941277,6,2720,0.5178590657431966,0.03779504864935317,0.5556541143925497,0.05503252833312769,0.7256918512937445,0.8298607061001764,0.0433413489725899,0.0186582901648738,0.767299424143049,0.0454236924131125,0.0049246002895928,False,10,10,10,6,13,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,2,station_time,100,0.0,0.5282047624553424,0.025061558041777524,0.55326632049712,6,2720,0.5226280670806743,0.03529161296552533,0.5579196800461996,0.05573743989983331,0.7186196201659943,0.8261321997225264,0.0438136758743153,0.0194341242584016,0.7674606585343986,0.0454079530225727,0.0051613902619397,False,12,11,11,8,12,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,3,station_time,80,0.0,0.5310742165706387,0.024169286599006894,0.5552435031696455,6,2720,0.5316286128130046,0.036813501816590315,0.5684421146295948,0.05651680723480543,0.7106956148449795,0.8346290974674726,0.0427296818872017,0.0177660755481132,0.7693384329493723,0.0452242449182027,0.0047263235000381,False,13,13,13,3,11,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,4,station_time,65,0.0,0.5267721607021273,0.0218956364716413,0.5486677971737686,6,2720,0.5279569330495884,0.034282227776181166,0.5622391608257695,0.05605926990584666,0.7153608379832703,0.8371926742748568,0.0423971909003403,0.0181057409517028,0.7701858338672125,0.0451410964127556,0.0052736444474899,False,11,12,12,2,9,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,5,station_time,50,0.0,0.4974241790278649,0.01669082725584591,0.5141150062837108,6,2720,0.4934753659062363,0.024319663978869265,0.5177950298851056,0.05333879112202163,0.7423167943905435,0.8249278736755363,0.0439651555988737,0.017370139837265,0.7693489067567436,0.0452232181424528,0.0047306832417816,False,5,4,5,9,10,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,6,station_time,40,0.0,0.485542201341997,0.01686675970337586,0.5024089610453728,6,2720,0.4804542491605129,0.023303898980200945,0.5037581481407138,0.052133338581875084,0.7538324219202456,0.8148449753174346,0.0452134724272237,0.0171782725706477,0.7639593820375206,0.0457485229460874,0.0058433046251001,True,1,1,1,14,14,True,True,False,False
crossed_candidates_locked_outer,derived_8.0,7,forward_time,150,0.0,0.4879055751184866,0.020190930909661946,0.5080965060281485,6,2720,0.4859001067237813,0.02714795120961631,0.5130480579333976,0.053149489415564216,0.7441426066586576,0.8407429822008023,0.0419323691841851,0.0139533200736212,0.797156941085737,0.0424095613933892,-0.0007678975263885,False,2,2,3,1,3,False,False,True,False
crossed_candidates_locked_outer,derived_8.0,8,forward_time,125,0.0,0.4947031569323843,0.017904537504610313,0.5126076944369946,6,2720,0.5002991892967046,0.02335161061377956,0.5236507999104841,0.05405924260586252,0.7353086853927371,0.8326434528796763,0.0429854487330152,0.0140680125308606,0.794479494127658,0.0426885384089881,-0.0015477756147692,False,4,7,8,4,5,False,False,False,False
crossed_candidates_locked_outer,derived_8.0,9,forward_time,100,0.0,0.5065227393540744,0.017724352387654803,0.5242470917417292,6,2720,0.510197619370616,0.02238566037437227,0.5325832797449883,0.054654234161176755,0.7294500838124407,0.8213298454528504,0.0444146370866405,0.0139324937012484,0.7958410597726033,0.04254689844617,-0.0031753154131936,False,9,9,9,11,4,False,False,False,False
