beta,metric,global,frozen_router_shared_only,frozen_router_shared_plus_delta,refit_router_shared_plus_delta,frozen_delta_minus_global,frozen_delta_minus_shared_only,refit_delta_minus_global,refit_delta_minus_frozen_delta
0.0,R2,0.5543859842530847,0.555560849116969,0.555560849116969,0.555560849116969,0.0011748648638842951,0.0,0.0011748648638842951,0.0
0.0,RMSE,0.0693705184926459,0.0692790101779224,0.0692790101779224,0.0692790101779224,-9.15083147235013e-05,0.0,-9.15083147235013e-05,0.0
0.0,MAE,0.050091825176309,0.0500726279766574,0.0500726279766574,0.0500726279766574,-1.9197199651599384e-05,0.0,-1.9197199651599384e-05,0.0
0.0,Bias,-0.0141622056337681,-0.0138901133081951,-0.0138901133081951,-0.0138901133081951,0.00027209232557299894,0.0,0.00027209232557299894,0.0
0.2,R2,0.5602344911746777,0.5647173200641766,0.5647173200641766,0.5647173200641766,0.004482828889498913,0.0,0.004482828889498913,0.0
0.2,RMSE,0.0689137846827595,0.0685616424420341,0.0685616424420341,0.0685616424420341,-0.0003521422407253977,0.0,-0.0003521422407253977,0.0
0.2,MAE,0.0499718889917871,0.0494745181008016,0.0494745181008016,0.0494745181008016,-0.0004973708909855046,0.0,-0.0004973708909855046,0.0
0.2,Bias,-0.0147272709203922,-0.0136840311957362,-0.0136840311957362,-0.0136840311957362,0.0010432397246559998,0.0,0.0010432397246559998,0.0
