feature,median_cluster0,median_cluster1,rank_biserial_r
soil_moisture_5cm,0.12,0.219,0.524
precip_mm,0.0,2.5,0.503
G_API,8.6508,51.9533,1.0
G_rain_sum_7d,3.8,42.8,0.888
LST_modis,296.7101,281.9519,-0.52
SMAP_sm_pm_interp,0.1622,0.4003,0.784
G_DSLR,3.0,0.0,-0.527
latitude,44.0088,44.0088,-0.076
longitude,-118.8384,-121.7544,-0.325
elev,1205.5446,1073.4358,-0.197
slope,9.5007,9.5007,0.282
J_soil_texture_usda_b0,7.0,7.0,0.188
J_lc_code,30.0,30.0,-0.198
