date,LST,NDVI,Rain_sat
2022-01-01,,0.42493880971025866,0.07202082872390747
2022-01-02,,,0.1887499988079071
2022-01-03,,,0.37958332896232605
2022-01-04,,,0.13104166090488434
2022-01-05,,,0.04791666567325592
2022-01-06,,,1.8110415935516357
2022-01-07,,,1.5983333587646484
2022-01-08,,,0.25041666626930237
2022-01-09,275.1057504215851,,0.14124999940395355
2022-01-10,,,0.047708332538604736
2022-01-11,,,1.096666693687439
2022-01-12,,,1.5733332633972168
2022-01-13,,,0.17416666448116302
2022-01-14,,,0.00958333257585764
2022-01-15,,,0.07333333045244217
2022-01-16,,,0.0
2022-01-17,,0.5584457374053775,0.003333333181217313
2022-01-18,,,0.026874998584389687
2022-01-19,275.3931108462455,,0.04979166388511658
2022-01-20,,,1.394791603088379
2022-01-21,,,0.08499999344348907
2022-01-22,276.1359609756098,,0.03895833343267441
2022-01-23,278.70516020236084,,0.008541666902601719
2022-01-24,277.90345699831363,,0.18937499821186066
2022-01-25,275.6363495145631,,0.0
2022-01-26,277.1391062394604,,0.018958332017064095
2022-01-27,280.15053962900504,,0.0
2022-01-28,,,0.0
2022-01-29,,,0.07145833224058151
2022-01-30,,,0.13395832479000092
2022-01-31,,,0.5199999809265137
2022-02-01,,,0.021166667342185974
2022-02-02,,0.6924210649960851,0.08645833283662796
2022-02-03,,,0.44979166984558105
2022-02-04,,,0.18187499046325684
2022-02-05,,,0.1274999976158142
2022-02-06,,,0.1602083295583725
2022-02-07,,,0.016458332538604736
2022-02-08,,,0.11041666567325592
2022-02-09,,,0.05062500014901161
2022-02-10,,,0.061666667461395264
2022-02-11,278.3135413153457,,0.0
2022-02-12,283.75455311973013,,0.06437499821186066
2022-02-13,284.02278246205736,,0.0
2022-02-14,,,0.05291666463017464
2022-02-15,,,0.0
2022-02-16,,,0.009374999441206455
2022-02-17,,,0.10479166358709335
2022-02-18,,0.7221903001827202,0.0
2022-02-19,,,0.3100000023841858
2022-02-20,275.5755223880597,,0.11770832538604736
2022-02-21,275.32264755480605,,0.007708333432674408
2022-02-22,270.22350758853287,,0.011874998919665813
2022-02-23,,,0.015416665934026241
2022-02-24,273.6176222596964,,0.0008333332953043282
2022-02-25,274.4779932546374,,0.002916666679084301
2022-02-26,,,0.022708332166075706
2022-02-27,,,0.4622916579246521
2022-02-28,,,5.275000095367432
2022-03-01,,,0.8770833015441895
2022-03-02,,,0.18291665613651276
2022-03-03,,,0.1629166603088379
2022-03-04,276.33568296795954,,0.0
2022-03-05,279.54026981450255,,0.011874999850988388
2022-03-06,281.11758853288364,0.6955699556251635,0.0
2022-03-07,,,0.12791666388511658
2022-03-08,279.97693086003375,,0.023541666567325592
2022-03-09,277.3598313659359,,0.0
2022-03-10,273.3,,0.01249999925494194
2022-03-11,,,0.019583333283662796
2022-03-12,,,0.06791666150093079
2022-03-13,281.94,,0.05979166552424431
2022-03-14,,,0.35479167103767395
2022-03-15,,,1.862708330154419
2022-03-16,,,1.1356250047683716
2022-03-17,,,0.27395832538604736
2022-03-18,,,0.015208332799375057
2022-03-19,,,0.445416659116745
2022-03-20,,,0.18979166448116302
2022-03-21,,,0.7262499928474426
2022-03-22,,0.7025359227355787,0.0456249974668026
2022-03-23,286.45929515418504,,0.0989583283662796
2022-03-24,,,0.0
2022-03-25,,,0.005624999757856131
2022-03-26,,,0.12999999523162842
2022-03-27,,,0.002916666679084301
2022-03-28,,,0.015625
2022-03-29,,,0.0
2022-03-30,281.2902698145025,,0.0
2022-03-31,,,0.38999998569488525
2022-04-01,,,0.0990416631102562
2022-04-02,,,0.0004166666476521641
2022-04-03,,,0.16083332896232605
2022-04-04,,,1.2272915840148926
2022-04-05,,,0.37854164838790894
2022-04-06,279.36613827993256,,0.10354166477918625
2022-04-07,,0.7500407622030806,0.06041666492819786
2022-04-08,271.61666666666673,,0.3412499725818634
2022-04-09,,,0.012500000186264515
2022-04-10,,,0.09729166328907013
2022-04-11,,,0.015416666865348816
2022-04-12,,,0.2239583283662796
2022-04-13,269.5,,0.0208333320915699
2022-04-14,,,0.035624999552965164
2022-04-15,282.5043844856661,,0.0006249999860301614
2022-04-16,,,0.011666666716337204
2022-04-17,283.76053962900505,,0.10270833224058151
2022-04-18,,,0.5839583277702332
2022-04-19,282.16,,0.3035416603088379
2022-04-20,,,0.025624999776482582
2022-04-21,,,0.3177083134651184
2022-04-22,,,0.0043750000186264515
2022-04-23,,0.6851305559906034,0.0
2022-04-24,,,0.016249999403953552
2022-04-25,,,0.023125000298023224
2022-04-26,,,0.021458333358168602
2022-04-27,,,0.09833332896232605
2022-04-28,281.8553962900506,,0.0
2022-04-29,,,0.0043750000186264515
2022-04-30,,,0.3233333230018616
2022-05-01,,,0.003187500173225999
2022-05-02,,,0.08395832777023315
2022-05-03,,,0.026666665449738503
2022-05-04,,,0.2135416716337204
2022-05-05,,,0.4502083361148834
2022-05-06,,,0.09999999403953552
2022-05-07,,,0.0
2022-05-08,,,0.0031250000465661287
2022-05-09,,0.8314202610284523,0.11270833015441895
2022-05-10,,,0.0
2022-05-11,281.41722470904205,,0.004583333153277636
2022-05-12,,,0.25312498211860657
2022-05-13,,,0.5135416388511658
2022-05-14,,,0.11354166269302368
2022-05-15,,,0.690833330154419
2022-05-16,,,0.25083333253860474
2022-05-17,285.1972681281619,,0.01145833358168602
2022-05-18,,,0.49687498807907104
2022-05-19,,,0.0
2022-05-20,288.42,,0.10062500089406967
2022-05-21,288.64127147766317,,0.203125
2022-05-22,292.9607757166947,,0.021041665226221085
2022-05-23,,,0.039374999701976776
2022-05-24,,,0.09729166328907013
2022-05-25,,0.844934194727226,0.18708333373069763
2022-05-26,,,0.09583333134651184
2022-05-27,,,0.2747916579246521
2022-05-28,,,0.07312499731779099
2022-05-29,,,0.13875000178813934
2022-05-30,,,0.17125000059604645
2022-05-31,,,0.0027083333116024733
2022-06-01,,,0.01693749986588955
2022-06-02,,,0.2516666650772095
2022-06-03,,,0.5408332943916321
2022-06-04,,,0.0
2022-06-05,,,0.6643750071525574
2022-06-06,,,0.019999999552965164
2022-06-07,294.30392917369306,,0.0
2022-06-08,,,0.10437499731779099
2022-06-09,,,0.9097916483879089
2022-06-10,285.2420928270042,0.8540013730096586,0.6852083206176758
