,date,LST,NDVI,Rain_sat
0,2023-01-01,274.94359024390246,0.6168132915687814,0.004708333406597376
1,2023-01-02,,,0.006041666492819786
2,2023-01-03,,,0.2614583373069763
3,2023-01-04,,,0.1274999976158142
4,2023-01-05,,,0.13708333671092987
5,2023-01-06,,,0.03541666641831398
6,2023-01-07,,,0.7266666293144226
7,2023-01-08,,,0.2764583230018616
8,2023-01-09,,,0.09937499463558197
9,2023-01-10,275.27940978077567,,0.12479166686534882
10,2023-01-11,272.770622406639,,0.12333332747220993
11,2023-01-12,,,2.070833206176758
12,2023-01-13,,,0.5652083158493042
13,2023-01-14,273.5,,0.03687499836087227
14,2023-01-15,,,0.10437499731779099
15,2023-01-16,,,0.17479166388511658
16,2023-01-17,,0.5762633881493087,0.0
17,2023-01-18,,,0.26479166746139526
18,2023-01-19,,,0.08874999731779099
19,2023-01-20,,,0.16374999284744263
20,2023-01-21,,,0.31041666865348816
21,2023-01-22,,,0.5358332991600037
22,2023-01-23,,,0.10833333432674408
23,2023-01-24,,,0.03187499940395355
24,2023-01-25,277.1343170320405,,0.0
25,2023-01-26,,,0.04437499865889549
26,2023-01-27,,,0.4333333373069763
27,2023-01-28,276.5475548060708,,0.00020833332382608205
28,2023-01-29,270.02011804384483,,0.0
29,2023-01-30,,,0.011249999515712261
30,2023-01-31,,,0.15812499821186066
31,2023-02-01,,,0.12277083098888397
32,2023-02-02,,0.5462244896893765,0.054374996572732925
33,2023-02-03,,,0.20333333313465118
34,2023-02-04,,,0.12083332985639572
35,2023-02-05,,,0.4260416626930237
36,2023-02-06,262.22788273615635,,0.022083332762122154
37,2023-02-07,,,1.0504167079925537
38,2023-02-08,,,0.9027082920074463
39,2023-02-09,,,0.1993749886751175
40,2023-02-10,,,0.17000000178813934
41,2023-02-11,276.0012141652614,,0.08062499761581421
42,2023-02-12,,,0.15562500059604645
43,2023-02-13,,,0.22041666507720947
44,2023-02-14,275.34698249227597,,0.0
