,importance
air_temp_mean,0.3955524
DOY,0.13486667
s1_vh,0.09058601
rh_mean,0.05919303
MSI,0.059077244
s1_vv,0.04354463
SAR_ratio,0.04290851
precip_mm,0.0424328
NDMI,0.040774625
NDVI,0.034298163
solar_radiation,0.033730064
rain_mm,0.023035865
