round,n_features,r2,mae,rmse,bias,pearson,explained_var,nrmse_std,p90_abs_err,tag
0,408,0.801713764667511,0.033607397228479385,0.04484911395600318,-0.0193051565438509,0.9175186020278746,0.8384531140327454,0.44529340634139986,0.07658131122589112,coarse_start
1,335,0.8060612678527832,0.03334858641028404,0.044354719855278286,-0.019354287534952164,0.9198301064277551,0.8429878354072571,0.44038471553865965,0.07440931499004366,coarse
2,275,0.809112548828125,0.03297397121787071,0.0440044138109148,-0.01921956054866314,0.9207615385131716,0.8455268740653992,0.43690663184876505,0.07406497597694399,coarse
3,226,0.8140667676925659,0.03302083909511566,0.04342962456268194,-0.01962895877659321,0.9239248826277979,0.852048933506012,0.43119972172953486,0.07290191650390626,coarse
4,220,0.8148320317268372,0.032666150480508804,0.04334016285151784,-0.01813162863254547,0.9221125442939869,0.8472404479980469,0.4303114832207323,0.0725104570388794,coarse
