feature,importance
V_rollmin_LST_modis_kobs30,0.05606208086013794
D_sin_DOY,0.035190911293029786
G_rain_sum_3d,0.0287829065322876
C_lag_G_API_kobs1,0.013484604358673097
V_rollmin_G_API_kobs30,0.011970350742340088
V_ema_G_API_kobs14,0.011857738494873047
V_ema_G_API_kobs7,0.009097065925598145
V_rollmin_LST_modis_kobs14,0.008861191272735595
SMAP_sm_pm_interp_ema02,0.008550183773040771
G_rain_sum_7d,0.005792052745819091
G_API,0.00492985725402832
A_pct_G_API,0.004653294086456299
C_smm_G_API_alpha0.85_n5,0.00412217378616333
V_rollmean_G_API_kobs7,0.003918204307556152
G_DSLR,0.0027424383163452146
V_rollmax_G_API_kobs14,0.00247333288192749
V_rollmin_G_API_kobs7,0.002237048149108887
V_rollmin_E_SAR_ratio_kobs14,0.0020856285095214844
V_rollrng_G_API_kobs30,0.0019626855850219727
C_lag_LST_modis_kobs30,0.0018505835533142087
V_rollcv_G_API_kobs30,0.001823258399963379
C_lag_SMAP_sm_interp_kobs5,0.001820688247680664
V_ema_G_API_kobs30,0.0017303085327148439
C_lag_LST_modis_kobs6,0.0017182564735412596
V_rollmin_LST_modis_kobs7,0.001507136821746826
SMAP_sm_pm_interp_rollmean30,0.0013528466224670408
V_rollmax_G_API_kobs30,0.0012489628791809084
V_rollcv_G_API_kobs14,0.0012352442741394042
V_rollmax_E_SAR_diff_kobs14,0.0011607694625854492
V_rollmin_E_SAR_ratio_kobs7,0.0010956907272338867
A_d_G_API_kobs1,0.0010845589637756346
C_lag_LST_modis_kobs5,0.0010159993171691896
V_rollmean_LST_modis_kobs14,0.0009602856636047362
C_lag_G_API_kobs5,0.0008633208274841309
D_z_LST_modis,0.0007905077934265137
V_rollmean_G_API_kobs14,0.0007491517066955565
SMAP_ampm_diff_interp,0.0007224607467651368
C_lag_G_API_kobs6,0.000553576946258545
C_lag_s2_b11_kobs30,0.000532677173614502
V_rollmax_F_NDVI_kobs30,0.0005208563804626465
C_lag_G_API_kobs30,0.0004845547676086426
V_rollmean_SMAP_sm_interp_kobs14,0.00042357206344604485
A_d_E_SAR_diff_kobs14,0.00041521310806274413
V_rollcv_G_API_kobs7,0.0003740453720092774
V_rollcv_E_SAR_ratio_kobs14,0.0003639769554138184
V_rollmax_LST_modis_kobs30,0.00028612852096557615
V_rollmean_s2_b11_kobs14,0.0002861166000366211
V_rollcv_LST_modis_kobs30,0.00028161048889160164
A_d_E_SAR_ratio_kobs14,0.0002722287178039551
V_rollstd_F_NDVI_kobs14,0.00024164199829101565
A_d_LST_modis_kobs14,0.00023227453231811527
V_rollmean_LST_modis_kobs7,0.00023053407669067382
V_rollmean_SMAP_sm_interp_kobs7,0.0002167201042175293
A_d_s2_b12_kobs30,0.00019599437713623048
V_rollrng_SMAP_sm_interp_kobs7,0.000164029598236084
C_lag_SMAP_sm_interp_kobs2,0.00015296220779418947
V_rollstd_G_API_kobs30,0.00015280485153198241
SMAP_sm_pm_interp_rollrange7,0.0001448178291320801
V_rollrng_s2_b12_kobs14,0.0001404571533203125
V_rollrng_F_NDMI_kobs7,0.00012021303176879884
C_lag_F_NDVI_kobs2,0.00011818408966064453
D_fft_dom_LST_modis_kobs30,0.00010702848434448241
V_rollcv_LST_modis_kobs14,0.0001068878173828125
A_d_E_SAR_diff_kobs7,9.512424468994142e-05
V_rollmax_LST_modis_kobs7,9.250402450561518e-05
V_ema_LST_modis_kobs14,9.225368499755858e-05
A_d_F_NDVI_kobs7,7.574796676635743e-05
